IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_819,Fingerprint_818,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_780,Fingerprint_776,Fingerprint_710,Fingerprint_709,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_648,Fingerprint_646,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,GO_0034976,EXP_STK10,EXP_PLK3,EXP_PRKCG,EXP_CLK4,EXP_TLK1
6.20188,906795,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
-1.622303,906864,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
2.720386,910568,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
4.53243,924102,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
4.299825,924104,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
3.675198,924151,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
5.249568,924238,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
3.933946,930299,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
3.570699,1240154,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
4.69535,1240178,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
4.552525,1240223,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
5.234531,1290722,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
2.920578,906696,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
4.531407,906795,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
5.748783,906864,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
5.053446,910568,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
3.824254,924102,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
1.998072,924104,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
2.814739,924151,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
4.415751,924238,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
4.547681,930299,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
4.805385,1240154,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
4.999833,1240178,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
4.583405,1240223,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
5.696793,1290722,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
1.034565,906696,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
4.480942,906795,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
5.319972,906864,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
2.795239,910568,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
1.905531,924102,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
1.792151,924104,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
2.029301,924151,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
3.096992,924238,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
5.470741,930299,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
2.533113,1240154,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
4.851392,1240178,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
2.556464,1240223,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
5.015989,1290722,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
4.532657,906696,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
5.364014,906795,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
4.718468,906864,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
3.221881,910568,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
5.01574,924102,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
3.268087,924104,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
3.85873,924151,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
4.482037,924238,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
5.717573,930299,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
3.092347,1240154,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
5.419373,1240178,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
4.02526,1240223,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
4.570449,1290722,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
1.313599,906696,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
3.297944,906795,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
5.472485,906864,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
2.220139,910568,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
0.536202,924102,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
-1.414794,924104,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
-2.346443,924151,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
5.370415,930299,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
-0.371559,1240154,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
2.143015,1240178,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
1.273647,1240223,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
3.051516,1290722,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
4.950794,906696,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
5.501623,906795,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
5.160008,906864,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
2.31364,910568,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
1.868578,924102,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
1.597268,924104,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
4.818993,924151,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
4.556269,924238,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
4.380809,930299,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
-0.676948,1240154,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
5.416624,1240178,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
2.139128,1240223,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
4.947912,1290722,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
2.333517,906696,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
2.30526,906795,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
1.890871,906864,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
-0.676705,910568,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
0.093329,924102,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
1.00931,924104,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
-0.757251,924151,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
3.787564,930299,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
-0.020316,1240154,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
1.445054,1240178,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
0.304907,1240223,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
2.158136,1290722,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
5.548444,906696,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
6.395728,906795,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
4.057001,906864,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
5.370687,910568,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
3.37584,924102,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
4.680536,924104,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
2.566977,924151,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
4.874923,924238,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
6.251376,930299,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
3.747401,1240154,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
5.843801,1240178,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
5.170806,1240223,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
5.714761,1290722,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
2.25509,906696,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
4.32041,906795,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
5.935032,906864,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
3.128006,910568,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
3.114003,924102,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
2.16279,924104,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
0.364898,924151,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
3.74968,924238,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
5.479117,930299,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
3.459741,1240154,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
2.605063,1240178,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
3.103919,1240223,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
5.385112,1290722,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
2.392539,906696,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
2.298413,906795,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.3553195446942,4.23114114620531,3.18452470751817,3.71610756293168,5.54014879524459
2.761462,906864,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3.68423148697308,4.37895234144647,3.16055388307263,3.44559000802012,5.2804209954141
0.761463,910568,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.4744699407048,5.03172967114308,3.34851903052928,5.14408365533655,5.06530797011133
1.856934,924102,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.28059960963195,5.06041235047667,3.39549736219268,4.24412951629935,5.53446487036362
1.501116,924104,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.48716707562014,5.73655649453328,3.34166288946044,4.20028534865674,5.28925074012517
1.637506,924151,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.20862324366705,4.98408032621846,3.22022182128878,4.22958870610468,4.80565654008456
2.762693,924238,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.91131964764162,5.20153042148274,3.25642281824346,4.87761746333998,5.63840454985211
2.703831,930299,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3.04104577391178,4.04982718235952,3.14678147029222,3.70194696937215,6.27436153501229
2.701205,1240154,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.71624443945529,5.62125431963703,3.46932383903756,5.09347690339382,5.10722564467461
1.727039,1240178,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.52904634623654,4.42940544626955,3.24094806799753,4.26998463852653,5.38775353405106
1.741481,1240223,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.67188758372136,5.67523113807427,3.28920477838828,4.17050825840553,5.52961498888664
4.504777,1290722,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4.85408696374281,4.5379167929399,3.29299223653564,4.429553629243,5.38847990851051
-0.598536,906696,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.68876337344013,5.0922033689084,3.29130973288756,4.10599218666686,5.16410085405022
