IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_788,Fingerprint_785,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_576,Fingerprint_363,PKA_152,PKA_152_ASA,PKA_152_CSV,PKA_160_CSV,PKA_190_EXP,DOM_Alpha_kinase_EXP,DOM_Myosin_head_EXP,DOM_SH3_1,MUT_CDC42BPA_EXP,MUT_CDKL5,MUT_CDKL5_EXP,MUT_PAN3,MUT_RIPK4_EXP,REC_R_HSA_2730861_EXP,REC_R_HSA_74885,REC_R_HSA_74885_EXP,PWY_R_HSA_111465,PWY_R_HSA_8864260,PWY_R_HSA_8878171,GO_0006357,GO_0030900,GO_0030900_EXP,GO_0034122,GO_0043547,GO_0048015,GO_0048015_EXP,GO_0048170,EXP_MAP3K20,EXP_STK38,EXP_RPS6KB1,EXP_NEK11,EXP_BMPR2,PKA_111_EXP_X_Fingerprint_643,PKA_114_B62_X_Fingerprint_363,PKA_164_ENG_X_Fingerprint_363,PKA_214_HYD_X_Fingerprint_812,PKA_214_HYD_X_Fingerprint_818,PKA_228_B62_X_Fingerprint_363,PKA_228_CSV_X_Fingerprint_363,PKA_228_ENG_X_Fingerprint_812,PKA_228_ENG_X_Fingerprint_818,PKA_228_VOL_X_Fingerprint_812,PKA_228_VOL_X_Fingerprint_818,PKA_228_X_Fingerprint_363,PKA_235_X_Fingerprint_363,PKA_235_X_Fingerprint_776,PKA_239_B62_X_Fingerprint_363,PKA_264_CSV_X_Fingerprint_363,PKA_264_POL_X_Fingerprint_812,PKA_48_ASA_X_Fingerprint_672,PKA_48_CSV_X_Fingerprint_672,PKA_48_POL_X_Fingerprint_672,PKA_48_VOL_X_Fingerprint_672,PKA_72_EXP_X_Fingerprint_672,PKA_98_ASA_X_Fingerprint_363,PKA_98_ASA_X_Fingerprint_776,PKA_98_B62_X_Fingerprint_363,PKA_98_B62_X_Fingerprint_776,PKA_98_CSV_X_Fingerprint_363,PKA_98_ENG_X_Fingerprint_363,PKA_98_EXP_X_Fingerprint_611,PKA_98_EXP_X_Fingerprint_776,PKA_98_POL_X_Fingerprint_776,PKA_98_VOL_X_Fingerprint_363,PKA_98_X_Fingerprint_363,EXP_MAP4K4_X_EXP_FADD,EXP_MAP4K4_X_EXP_TP53,EXP_STK25_X_EXP_SIKE1,GO_0001934_EXP_X_GO_0019221_EXP,GO_0002318_X_GO_0016572,GO_0008284_X_GO_0051402,GO_0032212_EXP_X_GO_0051402_EXP,GO_0048661_EXP_X_GO_0070059_EXP,Predicted IC50,Validation
1.576059,1327771,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5392135977,6.8244777884,6.0582212367,3.4721811489,7.4632971193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.55399896,21.227444989,38.001146002,0,0,0,0,0,1.0965403532,1
1.026734,907053,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.9854754734,0,0,0,0,7.7909955852,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1120828028,7.8795839892,5.4881439687,3.5049089038,6.1574866543,9.3499185207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.404186826,23.476737841,35.5202651,0,0,0,0,0,1.9608359901,6
3.57513,907278,345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.2375542102,7.677868543,5.9758160742,3.5107136,4.8038352728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.157470265,20.929544512,37.527276582,0,0,0,0,0,4.4440278082,2
-2.462505,910544,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.9726898678,1,0,1,3.6117652571,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3.868274414,6.9963632356,6.5986700635,3.4648278094,5.5730037582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8634517,28.954231945,34.851793363,0,0,0,0,0,-1.022231352,8
2.957284,910688,1373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.9238796587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7641965596,6.1980836059,5.4784358484,3.3136982092,6.093086236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1098828,28.018218748,35.765029336,0,0,0,0,0,3.3817343921,8
0.259841,906855,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.875249767,0,6.0736389378,8.4696551966,7.4951280696,3.4985837213,5.7297720946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.552904792,21.644863771,38.005707707,0,0,0,0,0,-1.621937964,8
3.11031,909253,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3.8783915044,6.9200552717,5.6908662685,3.6625096143,4.7773398599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0522697916,0,0,0,0,50.205326944,23.043768221,28.71826504,0,0,0,0,0,2.6824005905,7
-0.557591,907300,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.4582922363,6.3673495802,6.1241314646,3.4498502145,4.0562881318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.14613365,15.253203208,38.750707303,0,0,0,0,0,-1.252376787,9
2.516373,907053,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.9854754734,0,0,0,0,7.7909955852,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1120828028,7.8795839892,5.4881439687,3.5049089038,6.1574866543,9.3499185207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.404186826,23.476737841,35.5202651,0,0,0,0,0,2.5922614984,10
2.368076,908451,1203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6.8533528802,7.9035867888,6.1201338362,3.4369386131,4.5566149582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.988069275,22.953385575,35.426851484,0,0,0,0,0,2.3880004006,5
-0.247039,905938,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7141404489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4249172569,6.8162722046,5.5983933989,3.5145338763,3.5149884467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.915820351,17.784365751,32.200757107,0,0,0,0,0,-2.123537139,5
3.585608,909771,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5022981265,7.712674139,5.5922699552,3.7734304674,5.9409729446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.423410991,19.289614271,34.61058993,0,0,1,34.319576023,0,3.0613933578,10
1.17754,908148,167,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9628428931,0,0,0,0,0,6.2721830814,7.2167976286,6.9368781843,3.279795275,6.1400620802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.008717636,24.718190579,35.56889637,0,0,0,0,0,1.4395185983,2
3.455601,907275,56,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,11.812193394,1,5.3499469343,7.5951132497,6.4540707228,3.383778923,5.5917826293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.257936379,24.809820767,30.673118328,0,0,0,0,25.547039528,2.971994984,6
-2.749102,910710,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0691796652,0,0,0,0,0,6.3095677972,9.5607971857,6.1365409864,3.3313170354,5.9672993147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.359740741,31.638298689,39.97427887,0,0,0,0,0,-2.691099103,4
2.094045,1330985,1019,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6073369216,0,5.9646758938,7.6786299505,6.4324640703,3.6876656997,6.8119854849,8.3414689396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.812416106,21.061259368,37.192565322,0,0,0,0,0,1.1322365844,9
2.410655,905940,1219,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3.113548533,0,5.753950225,6.9435774149,6.0587660976,3.4105431038,4.7655172649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.850657148,19.975177393,36.97910551,0,0,0,0,0,2.1249999348,8
3.339607,1323913,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.9910652469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8524299657,8.0980392699,6.3537043563,3.2319938232,6.5937311922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.282543169,30.522114562,41.3797584,0,0,0,0,0,2.6510383191,9
-0.589337,909703,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5010142305,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6.1458135983,8.920625903,6.1091640292,3.5480115929,4.3322421829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.128311657,37.817392623,37.924627473,0,0,0,0,0,-0.047100151,8
1.254372,905938,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.7141404489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4249172569,6.8162722046,5.5983933989,3.5145338763,3.5149884467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.915820351,17.784365751,32.200757107,0,0,0,0,0,2.0261337859,10
