IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_791,Fingerprint_788,Fingerprint_785,Fingerprint_784,Fingerprint_783,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_658,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,DOM_I_set,MUT_EIF2AK1,MUT_MAP3K4_EXP,MUT_PASK,REC_R_HSA_2730833_CSV,REC_R_HSA_450346,PWY_R_HSA_193704_CSV,PWY_R_HSA_3371453,PWY_R_HSA_3371453_EXP,PWY_R_HSA_373755_CSV,PWY_R_HSA_416476_CSV,PWY_R_HSA_453279,GO_0001954_EXP,GO_0005977,GO_0005977_CSV,GO_0007050,GO_0007399_CSV,GO_0008283_EXP,GO_0016241,GO_0016572,GO_0019722,GO_0030509_EXP,GO_0031098_CSV,GO_0031623,GO_0050766_CSV,GO_0071560,SFAM_HIPK_EXP,EXP_STK11,EXP_DCLK2,EXP_CLK4,EXP_TRPM7,EXP_TBK1,EXP_TRIM33,EXP_LCK,EXP_MAPK1,EXP_EPHB2,EXP_GRK1,EXP_CAMK2D,EXP_MAP3K20,EXP_CAMK1,EXP_OXSR1,EXP_CDK11A,Predicted IC50,Validation
1.82582,908450,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.712379,0,0,0,0.712379,0,0,0,0,0,0.712379,0,0,0,0,0,0,0,0,0,0,4.9044846947,3.6292714032,5.1292209704,5.8901845604,7.7419421927,7.7482730366,3.0160625332,6.5917998766,3.4256641563,2.9783107685,7.3749762223,7.5303543727,5.3552640353,7.0027557436,6.5742155213,2.6553632744,5
3.462888,908452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.2521036164,0,0,0,0,0,0,0,0.666601,6.6041090281,1,0,0,0,0,0,0,0,0,5.1921180776,3.5431284942,4.4993487387,4.9189899974,7.5756339912,7.4133397951,3.1153983857,5.9998077867,3.7540121009,2.9131212887,5.4370459246,7.1027673478,3.6626675086,7.3705374691,6.8668822969,2.9201700317,7
2.51326,909248,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8.1675217962,0,0.566538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.0468439365,0,0,0,0,0,4.3652774191,3.0324461893,5.0391210645,4.4861731387,7.7641633609,8.2092676704,3.0169964977,5.7520780523,4.4317591781,2.9683502971,4.7308943868,5.882834465,3.457638413,6.1835625449,6.653794665,1.5720947388,9
3.510624,910933,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.629627,0,0,0,0,0,0,0,0,0,0,3.3809343032,0,0,0,4.0587348028,0,0,0,0,0,5.236503962,3.1725243404,4.1127463055,4.9250980132,8.3192366905,7.3179560074,3.1351377566,6.342337264,3.6581853988,3.3214172569,4.5090952573,6.1644402833,5.6402100168,6.4006512216,6.8430780652,2.5084304351,3
3.586981,910943,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.658519,1,0,0,0,0,0,0,0,0,0.72681,0,0,4.7827213151,5.662468014,3.8483642562,4.7001114309,7.8004418666,6.8195979132,2.821522856,6.0832370278,5.0080806833,2.8869296733,6.5205238043,8.1174957148,4.8253287625,7.0079609102,6.4172932226,2.92054873,7
2.724459,924188,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7.6219011146,0.757081,0,0,7.6219011146,1,0.757081,1,0.769396,4.724037982,1,0,0,0,0,0,0,0,0,4.9036036358,3.4318398991,4.4295652856,5.2364259703,8.1483868123,8.0267347147,2.9178991298,5.3056727491,3.6601988369,2.848252312,5.7200947208,6.4804140972,4.0234781409,6.6704571152,6.1601499467,3.3358006389,9
2.935476,946368,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696305,5.3281214125,0,0,0,0,0,0,0,0,0,5.0609471398,5.6567792648,4.0095390564,4.4778692106,7.4312544911,7.0996725254,3.0758143462,5.7419292928,3.5108949386,2.9543864016,6.8284289901,8.0498191988,5.0632794568,7.447366328,7.4941872527,3.5538257679,4
3.253665,946369,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5926372137,4.5324909103,3.3514785667,4.259165948,5.3549296399,8.1513875481,7.4920540608,3.1133808978,5.4343368474,5.3973909071,3.0690658274,5.1192231494,6.3860487166,4.4639258371,6.8939458097,6.6414133816,2.3600647852,10
2.291131,946370,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3406536679,0,0,0,0,2.949875604,0,0,0,0,0,0,0,0,0,4.337624837,3.9275719505,3.9857897873,5.2759920464,7.313092072,6.8162029137,2.9209373372,6.1197902791,4.6495914982,3.0004731712,6.4869925709,7.8986877691,3.3889488531,6.8185575629,6.5451515406,2.2349513247,9
0.193387,687568,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9619950556,0,0,0,3.1547359808,0.818245,0,0,0,0,4.95070008,3.2297116779,4.7046616209,5.6015964486,7.8927871773,8.1193467296,3.1772224951,6.0508561743,3.6389332301,2.8993864896,5.756957562,5.3569275336,3.2312998861,6.55485905,8.2013378064,2.5181036031,1
1.332871,905984,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4.5392469891,3.2450158085,4.5111449199,5.8156820238,8.3996648372,7.6473576584,3.3614551303,5.8940143246,4.8920976751,2.9267797974,5.430579323,6.4015161446,3.3738430004,7.1780076105,6.6157304197,2.1987531204,3
1.319399,905986,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.555755,0,0,1,0,4.6832955426,3.5135656788,4.2943515326,5.505058676,8.1727971111,7.768497066,3.077144696,6.1654818158,3.822336338,2.9199922247,5.8990639553,7.2566537681,4.0502732917,7.6075394891,6.992232175,2.2749868619,2
4.995202,906746,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.889448777,0,0,1,0,0.635693,0,0,0,0,4.6223926055,3.9113472473,4.6138804633,5.5685187132,7.4284835426,7.0869459846,2.9958324768,6.2263931891,4.9521734004,2.9178033849,6.2913564666,7.4461542375,3.9420709252,5.975289183,6.7713005749,3.2503253588,3
2.177508,906834,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3512354255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6429148956,4.8677903763,4.1725229969,4.0926174687,5.952595921,6.996508413,2.8645820827,6.1818302847,3.5380709863,3.1346522585,5.3489242344,5.5254571555,3.8248986716,7.2690948392,6.9970465015,4.2754626172,6
1.709795,906871,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,7.8229784045,0,0,0,0,1,6.2497214121,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.1870870733,2.9794018299,4.5751925951,5.3590101847,8.0584097251,8.3723125608,3.0036626385,5.6153941295,3.794950141,2.9618013937,4.1213979846,6.6259915686,4.4172823883,6.2539328722,6.4999609328,1.7509427526,1
3.523919,907279,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0924067397,0,0,0,0,0,1,0,0,0,4.9368298373,3.1774487141,4.6754784608,5.1029549558,7.9541233814,7.1788291516,2.9586817875,6.4666952465,3.8909246123,2.9427461556,7.8383101774,6.3851665058,4.5475040752,7.0497794008,6.5195263685,3.8107643172,6
4.653318,907282,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6.7440314044,0,0,0,0,0,0,0,0,2.9283852311,0,0,0,0,0.79945,0,0,0,0,5.3987468904,4.69153152,4.1280428502,5.8261591059,7.9493103045,8.275562375,2.9695040964,6.9728085922,3.2956690354,2.8178618782,6.8320965811,5.9523606566,4.0247754244,6.3836656411,4.5878055096,4.1780836782,10
0.598751,907313,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,6.2062152144,0,0,0,0,0,4.7991677816,3.3486849997,4.6040651361,6.1026434945,8.1808763533,7.4298295944,2.9535290289,5.8825538991,4.6692528065,3.1755600124,7.4458085268,6.2526706053,4.8566121554,6.5757787059,6.6416003102,1.4136989924,7
2.935004,908449,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2901464739,3.2187521083,4.839240409,5.5845176937,8.309806524,7.5253842393,3.0086862671,5.969713562,4.4014015029,3.3308376491,5.9968104017,6.4332037333,4.0456710481,7.0939105438,6.7881162381,2.1473967196,2
2.337366,908450,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.712379,0,0,0,0.712379,0,0,0,0,0,0.712379,0,0,0,0,0,0,0,0,0,0,4.9044846947,3.6292714032,5.1292209704,5.8901845604,7.7419421927,7.7482730366,3.0160625332,6.5917998766,3.4256641563,2.9783107685,7.3749762223,7.5303543727,5.3552640353,7.0027557436,6.5742155213,3.2707924986,2
2.666471,908452,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6.2521036164,0,0,0,0,0,0,0,0.666601,6.6041090281,1,0,0,0,0,0,0,0,0,5.1921180776,3.5431284942,4.4993487387,4.9189899974,7.5756339912,7.4133397951,3.1153983857,5.9998077867,3.7540121009,2.9131212887,5.4370459246,7.1027673478,3.6626675086,7.3705374691,6.8668822969,2.8446687027,7
2.328382,909248,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,8.1675217962,0,0.566538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.0468439365,0,0,0,0,0,4.3652774191,3.0324461893,5.0391210645,4.4861731387,7.7641633609,8.2092676704,3.0169964977,5.7520780523,4.4317591781,2.9683502971,4.7308943868,5.882834465,3.457638413,6.1835625449,6.653794665,1.7164998292,10
4.482175,910933,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.629627,0,0,0,0,0,0,0,0,0,0,3.3809343032,0,0,0,4.0587348028,0,0,0,0,0,5.236503962,3.1725243404,4.1127463055,4.9250980132,8.3192366905,7.3179560074,3.1351377566,6.342337264,3.6581853988,3.3214172569,4.5090952573,6.1644402833,5.6402100168,6.4006512216,6.8430780652,3.3384341708,8
4.888709,910943,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.658519,1,0,0,0,0,0,0,0,0,0.72681,0,0,4.7827213151,5.662468014,3.8483642562,4.7001114309,7.8004418666,6.8195979132,2.821522856,6.0832370278,5.0080806833,2.8869296733,6.5205238043,8.1174957148,4.8253287625,7.0079609102,6.4172932226,4.3128421189,2
5.552477,924188,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7.6219011146,0.757081,0,0,7.6219011146,1,0.757081,1,0.769396,4.724037982,1,0,0,0,0,0,0,0,0,4.9036036358,3.4318398991,4.4295652856,5.2364259703,8.1483868123,8.0267347147,2.9178991298,5.3056727491,3.6601988369,2.848252312,5.7200947208,6.4804140972,4.0234781409,6.6704571152,6.1601499467,4.3410834794,9
