IC50,Cancer,Drug,From_Sanger,Fingerprint_834,Fingerprint_826,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_809,Fingerprint_803,Fingerprint_799,Fingerprint_797,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_698,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_647,Fingerprint_646,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_611,MOT_2D_linker_EXP,SDOM_subdomainI_CSV,EXP_FASTK,EXP_BTK,EXP_BTK_X_EXP_CD79A,EXP_MARK3_X_EXP_IQGAP1,EXP_MARK3_X_EXP_PPP2CB,EXP_MET_X_EXP_CBLC,EXP_MET_X_EXP_RAPGEF1,EXP_PTK6_X_EXP_CCND1,EXP_PTK6_X_EXP_PTPN1,Predicted IC50,Validation
4.740991,908152,253,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,4.769880298,9
2.923338,907173,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.728878424,2.7360690798,7.7904559658,77.379585716,81.210359251,10.670837274,15.081077168,21.930456179,28.374291335,3.0696957283,7
0.982123,1240141,1059,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,7.9756568119,0,6.4031710619,2.9042703236,8.0874076402,63.763984675,79.240994131,21.524118521,20.991015328,31.31923844,32.175592729,1.8859592946,1
-1.093781,1240139,1059,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.628027,5.0660121893,2.5942349983,7.3433331797,71.659818412,87.948117115,14.973664313,24.623235837,18.988871228,28.63788774,0.2740240943,2
0.122975,908152,1054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,0.8500008553,6
5.603793,1240141,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,7.9756568119,0,6.4031710619,2.9042703236,8.0874076402,63.763984675,79.240994131,21.524118521,20.991015328,31.31923844,32.175592729,6.0689220499,6
3.67236,908470,1164,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,3.1334450143,5
4.635687,908470,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,4.5880708801,7
0.940266,1290808,1161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,1.4502051584,9
1.740065389,908150,1014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,2.1661200792,4
1.203482,908470,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,1.1042424693,6
4.489454,1240141,226,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,7.9756568119,0,6.4031710619,2.9042703236,8.0874076402,63.763984675,79.240994131,21.524118521,20.991015328,31.31923844,32.175592729,3.8445861273,6
3.954976,908470,1023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,4.0614013414,5
2.065964,908150,119,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,2.1215050158,6
-1.861976,1240138,1057,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,-2.740382064,3
4.743972,1240138,1025,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,5.1981247352,1
4.1203,1240136,255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,6.696031644,2.8469700598,8.3226548005,65.948460867,79.239375967,14.929778199,25.365276719,25.929724784,29.400685929,4.7246335889,6
3.6896763236,1240138,1032,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,4.0232113944,7
5.497379,1290810,288,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,7.8158529229,0,6.2605903315,2.8876571178,8.5444253457,63.08873689,73.890049455,15.29750056,27.507975962,22.965191971,31.23152314,3.9767431441,1
3.809294,1290808,262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,4.1237669078,9
1.803041,908470,1021,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,2.046814897,3
5.424432,1290814,345,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,4.4170555399,0,5.7291578198,2.8107565076,8.2160319146,63.977508857,65.492580676,17.930153269,29.211687744,30.822836462,31.38947943,6.6014313037,8
5.906497,1290814,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.4170555399,0,5.7291578198,2.8107565076,8.2160319146,63.977508857,65.492580676,17.930153269,29.211687744,30.822836462,31.38947943,6.1766172349,10
5.349395,1240139,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.628027,5.0660121893,2.5942349983,7.3433331797,71.659818412,87.948117115,14.973664313,24.623235837,18.988871228,28.63788774,5.1847981705,9
3.659152,1290808,306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,1.9346943453,8
4.627365,1240131,1052,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.4555268868,2.7831885291,8.4631252224,60.138854775,69.1012606,16.953195407,26.041027321,26.665694103,30.386261843,4.2218810019,3
4.670949,1240138,1050,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,4.3924004942,3
2.336925,1240138,277,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,2.4623160264,4
4.538268,1240139,253,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0.628027,5.0660121893,2.5942349983,7.3433331797,71.659818412,87.948117115,14.973664313,24.623235837,18.988871228,28.63788774,4.329857592,5
0.974739,1240139,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0.628027,5.0660121893,2.5942349983,7.3433331797,71.659818412,87.948117115,14.973664313,24.623235837,18.988871228,28.63788774,1.3432026357,2
1.0951433134,908470,1032,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,1.892921271,4
0.793741,908150,1060,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,-0.740184425,4
2.43063,908152,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,3.1144559314,9
5.857644,908470,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,5.198062868,3
3.495893,1240138,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,2.980811656,8
1.621699,1290810,1142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,7.8158529229,0,6.2605903315,2.8876571178,8.5444253457,63.08873689,73.890049455,15.29750056,27.507975962,22.965191971,31.23152314,2.0951433359,10
2.595025,1290810,202,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,7.8158529229,0,6.2605903315,2.8876571178,8.5444253457,63.08873689,73.890049455,15.29750056,27.507975962,22.965191971,31.23152314,2.2946252693,2
1.145122,908150,106,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,1.6428235554,8
4.254363,1240135,176,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.674709318,2.6813974884,7.9624831909,58.37328712,61.173852453,18.847004846,24.585529065,28.652618645,28.914554505,4.0190402205,3
1.96783,908152,1021,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,2.2120909033,2
5.761235,1240141,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,7.9756568119,0,6.4031710619,2.9042703236,8.0874076402,63.763984675,79.240994131,21.524118521,20.991015328,31.31923844,32.175592729,4.7617158175,10
4.159226,908470,294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,5.7111085731,1
4.366398,1240135,1161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.674709318,2.6813974884,7.9624831909,58.37328712,61.173852453,18.847004846,24.585529065,28.652618645,28.914554505,2.4225173484,9
0.12547,908150,308,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,0.9129616303,7
1.953697,908150,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,4.7403854448,1
3.81365,1240138,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,3.9683240339,1
5.386938,908150,193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,6.1535185268,9
1.224285,908152,1053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,0.9502903908,7
3.631581,907173,330,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,5.728878424,2.7360690798,7.7904559658,77.379585716,81.210359251,10.670837274,15.081077168,21.930456179,28.374291335,3.6765775215,5
1.605466,1290808,1029,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,2.6546601653,9
-0.233269,1240135,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.674709318,2.6813974884,7.9624831909,58.37328712,61.173852453,18.847004846,24.585529065,28.652618645,28.914554505,1.9386840435,10
-1.097115,908470,153,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,-1.272888715,3
5.539167,1240131,1194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6.4555268868,2.7831885291,8.4631252224,60.138854775,69.1012606,16.953195407,26.041027321,26.665694103,30.386261843,5.774054076,2
1.721414,908470,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,2.2502330151,6
-1.598577,908150,273,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,-0.61897235,8
-0.028871,1290813,235,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.780554,5.2091791815,2.7033667794,7.7562416591,79.978478787,86.544734405,10.203707579,14.21057198,20.699008223,23.419317958,0.9763477601,2
4.171601,1240141,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,7.9756568119,0,6.4031710619,2.9042703236,8.0874076402,63.763984675,79.240994131,21.524118521,20.991015328,31.31923844,32.175592729,4.2997947052,2
4.36721,1240139,1030,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0.628027,5.0660121893,2.5942349983,7.3433331797,71.659818412,87.948117115,14.973664313,24.623235837,18.988871228,28.63788774,4.4865683241,5
4.870429,1290808,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,4.5046014476,8
2.30332,908150,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,2.0340245036,7
3.37296,1290814,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,4.4170555399,0,5.7291578198,2.8107565076,8.2160319146,63.977508857,65.492580676,17.930153269,29.211687744,30.822836462,31.38947943,3.7328114994,8
-1.801662,908150,87,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,-2.502448267,6
3.574154,908152,331,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,3.7536167362,5
1.558266,908470,202,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,1.9424149983,3
0.372979,1290808,308,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1620848713,2.7535974853,7.5384644386,64.521495524,80.723939508,14.372841411,19.531302544,25.374180268,26.515451866,0.1252855411,9
2.567604,1240135,199,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5.674709318,2.6813974884,7.9624831909,58.37328712,61.173852453,18.847004846,24.585529065,28.652618645,28.914554505,4.0947015705,2
2.475492,1240131,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,6.4555268868,2.7831885291,8.4631252224,60.138854775,69.1012606,16.953195407,26.041027321,26.665694103,30.386261843,3.0476967439,10
1.753824,907173,249,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.728878424,2.7360690798,7.7904559658,77.379585716,81.210359251,10.670837274,15.081077168,21.930456179,28.374291335,0.8134110857,6
3.595219,1290813,1203,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.780554,5.2091791815,2.7033667794,7.7562416591,79.978478787,86.544734405,10.203707579,14.21057198,20.699008223,23.419317958,3.8210764704,4
2.675413,908152,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,3.126195913,1
5.420267,1290810,260,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,7.8158529229,0,6.2605903315,2.8876571178,8.5444253457,63.08873689,73.890049455,15.29750056,27.507975962,22.965191971,31.23152314,5.0890572201,3
5.631188,1240138,1039,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,5.8066406806,4
4.389771,908152,1030,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,4.3817903442,2
3.459188,907173,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,5.728878424,2.7360690798,7.7904559658,77.379585716,81.210359251,10.670837274,15.081077168,21.930456179,28.374291335,3.2737877158,4
2.953317,1240138,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5.8489033846,2.6710348552,7.8797203773,73.14869077,68.181311515,11.781910726,17.008211472,28.074886528,32.263262236,3.3126457262,10
5.420772,908152,229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,4.697938642,4
4.90967,907173,1194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.728878424,2.7360690798,7.7904559658,77.379585716,81.210359251,10.670837274,15.081077168,21.930456179,28.374291335,4.994602491,10
4.23521,1240137,1129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.8571977881,2.9707824706,8.223254754,64.471957893,70.002262988,18.40041845,26.631507976,23.608633945,27.877271273,4.6736775042,10
1.5228721141,1240141,1032,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7.9756568119,0,6.4031710619,2.9042703236,8.0874076402,63.763984675,79.240994131,21.524118521,20.991015328,31.31923844,32.175592729,1.5897154667,10
2.61674,1240141,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,7.9756568119,0,6.4031710619,2.9042703236,8.0874076402,63.763984675,79.240994131,21.524118521,20.991015328,31.31923844,32.175592729,2.8672874025,7
0.879078,908150,1242,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,1.8798123991,3
2.30849,1290813,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.780554,5.2091791815,2.7033667794,7.7562416591,79.978478787,86.544734405,10.203707579,14.21057198,20.699008223,23.419317958,2.1684439927,5
5.922257,1290810,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,7.8158529229,0,6.2605903315,2.8876571178,8.5444253457,63.08873689,73.890049455,15.29750056,27.507975962,22.965191971,31.23152314,5.5606030467,4
4.566766,908470,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6.0338054432,2.8585885655,8.3012978356,56.980871356,62.955331073,22.677224702,30.850625239,27.276362268,22.802024611,3.6532837213,4
-0.658595,908150,1059,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,0.6443275525,1
-0.338894,908150,86,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,-1.255161763,10
2.987568,908150,1023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,5.1184414732,2.8330325461,8.2388435171,61.553823408,78.245324949,13.711035485,18.486390244,20.776586426,27.181992954,2.6586171181,7
4.170688,908152,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,4.6728445057,6
4.153121,1290813,345,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.780554,5.2091791815,2.7033667794,7.7562416591,79.978478787,86.544734405,10.203707579,14.21057198,20.699008223,23.419317958,4.3681870831,4
-1.126338,908152,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,5.3429321045,2.6871948187,8.2212545271,62.960818384,73.250822371,19.610997219,25.892290024,26.350402108,28.109719287,-1.037426137,3
0.797799,1240135,312,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,5.674709318,2.6813974884,7.9624831909,58.37328712,61.173852453,18.847004846,24.585529065,28.652618645,28.914554505,1.4755447039,10
2.979001,1290813,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0.780554,5.2091791815,2.7033667794,7.7562416591,79.978478787,86.544734405,10.203707579,14.21057198,20.699008223,23.419317958,3.1636715639,4
