IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_791,Fingerprint_788,Fingerprint_785,Fingerprint_783,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_113_D,PKA_113_D_CSV,PKA_124_POL,PKA_129_S,PKA_129_S_CSV,PKA_129_S_EXP,PKA_164_ASA,PKA_164_R_CSV,PKA_176_EXP,PKA_237_EXP,PKA_264_VOL,PKA_271_HYD,PKA_272_M_CSV,PKA_294_VOL,PKA_70_POL,PKA_91_ASA,PKA_91_CSV,PKA_91_ENG,PKA_91_EXP,PKA_93_V_EXP,MOT_2D_D_helix_CSV,MOT_2D_beta8strand_CSV,DOM_Kringle_EXP,DOM_NUC194,MUT_MAPK8,MUT_TNK2,MUT_TSSK6,CNV_CDK8_gain,REC_R_HSA_2984220_CSV,PWY_R_HSA_5689880_CSV,PWY_R_HSA_5693538_CSV,PWY_R_HSA_8953750_EXP,GO_0003222,GO_0003222_CSV,GO_0009791_CSV,GO_0014075,GO_0032880_EXP,GO_0042733_EXP,GO_0048536_CSV,CLS_gender_f,EXP_TEC,EXP_NUAK2,EXP_TBCK,EXP_MKNK1,EXP_CDK13,EXP_ACVR1B_X_EXP_GTF2H1,EXP_ACVR1B_X_EXP_SMAD3,EXP_ACVR1B_X_EXP_SMAD4,EXP_GUCY2C_X_EXP_PDE5A,EXP_NPR2_X_EXP_ENTPD8,EXP_NPR2_X_EXP_ZNRD1,EXP_TAOK3_X_EXP_KDSR,EXP_TEC_X_EXP_SOS1,EXP_TEC_X_EXP_SYK,EXP_TGFBR2_X_EXP_GPC1,EXP_TGFBR2_X_EXP_NEDD4L,REC_R_HSA_1067646_CSV_X_REC_R_HSA_2980720_CSV,REC_R_HSA_1067646_CSV_X_REC_R_HSA_2984226_CSV,REC_R_HSA_1067646_CSV_X_REC_R_HSA_8857565_CSV,REC_R_HSA_109858_CSV_X_REC_R_HSA_2980720_CSV,REC_R_HSA_109858_CSV_X_REC_R_HSA_2984226_CSV,REC_R_HSA_2980720_CSV_X_REC_R_HSA_909552_CSV,REC_R_HSA_2984226_CSV_X_REC_R_HSA_909552_CSV,PWY_R_HSA_2980767_CSV_X_PWY_R_HSA_447115_CSV,PWY_R_HSA_3301854_CSV_X_PWY_R_HSA_447115_CSV,Predicted IC50,Validation
4.05289,1290907,287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2823075925,0,0,3.4534922264,4.1410945788,5.4475412274,3.6742148662,4.3401197526,36.732674914,23.656546457,24.073638091,29.227041213,27.663421497,43.249232542,39.419902216,21.901234956,25.129276097,31.487326665,34.134357988,0,0,0,0,0,0,0,0,0,3.1543419412,5
2.426578,1659823,287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4.5,0,3.5622179577,0,0,0,0,22.6,-4.4,0,0,0,0,0,2.311818,0.721792,0,0,0,1,0,0,0,1.636964,0,5.3538440239,4,1.636964,1.636964,1,3.3115310121,4.2336826399,1.531527,0,3.5624783732,4.1282479122,6.6124975933,3.9683660657,4.1689587619,29.568546345,17.021987037,24.856307693,22.956094537,17.984539105,41.783515567,37.740445449,21.389882559,23.690254507,39.000748484,40.414112644,0,0,0,0,0,0,0,0,0,2.3995527226,1
2.822615,1659928,287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.7,0,0,0,0,0,0,0,-60.4,0.65,0,38.3,-2.2,0,0,0,0,0,0.652526,0,0,0,0,0,1,0,0,0.809132,0,7.493768547,1,0.809132,1.603756,0,0,6.0680924524,1.585206,1,3.5007558986,3.6274587722,5.9770095571,3.5535304117,4.20501552,30.784695425,17.90715093,24.148213674,23.495079148,18.988624254,41.131799451,39.523662835,22.698771764,24.27667083,20.228616495,29.699271478,0,0,0,0,0,0,0,0,0,2.8548209592,10
1.356089,1660034,287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9326610297,0,0,0,0,0,0,0.607728,0,13.505366525,1,0,0,0,0,2.9326610297,0,0,3.4088083445,4.3996272383,7.2982828487,3.6803163452,4.3060842554,31.601068445,19.563510969,25.848502252,13.458675743,14.738140059,40.168034163,43.001374721,21.541132897,23.662110096,28.517715542,21.961405639,0,0,0,0,0,0,0,0,0,2.8668641628,4
3.642741,1660035,287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7589905373,4.3689772667,5.5742955756,3.6361954704,4.475847537,37.962001068,27.297874066,23.921076629,38.356530156,15.682978886,36.535816157,38.646542048,22.812986528,26.192244576,30.953084121,31.507915458,0,0,0,0,0,0,0,0,0,3.7406657995,7
3.478037,1660036,287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,3.65444117,1.693891,0.795759,0,0,0,0,0,0,0.715676,0,0,0,0,0,0,1,3.4530824159,0,0,0,3.6041975316,3.7836891373,5.4792647868,4.1672426007,4.0687921727,34.419680362,17.928364733,27.287528234,23.508630418,18.668437428,47.095189828,43.570781214,22.0828124,21.949649118,32.790625547,38.777195957,0,0,0,0,0,0,0,0,0,3.920119668,3
4.473264,1674021,287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6.8945894909,3.3718729235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0506106486,0,1,3.7892840993,4.4477830423,6.7382406287,3.5621979299,4.7275262809,30.955719822,23.987954071,25.568369046,12.150045807,13.033252999,28.275101074,48.424403233,24.723835227,18.476667814,27.532490849,38.741594231,0,0,0,0,0,0,0,0,0,4.2379789745,6
4.344536,905936,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0.58188,0,0,0,0,1,1,0,0,0,0.843276,0,0,0,0.843276,0,0,0,1.425156,0,3.4152370298,3.4148131709,7.0996848861,3.8966894339,4.0009270163,32.7517813,21.659817825,27.397356334,11.533871345,20.724312402,51.937329243,40.187089125,21.519169334,13.844298173,30.31889556,29.559627743,0,0,0,0,0,0,0,0,0,3.6957255002,7
4.554252,905937,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99.9,0,0,0,2.7,0,0,0,0,0,3.251295,1.442725,0,0,0,0,0,0,0,0,0,0,0,0,0.832933,1,3.8449589408,3.1166273617,0,0,3.4821358699,4.9255984618,5.3352338843,4.0223004522,4.4099957653,32.686082125,21.474747526,24.996199309,12.181421536,16.956425404,41.873132893,35.03449431,20.906841643,19.219070076,28.776935157,27.202437815,0,0,0,0,0,0,0,0,0,4.5227461405,10
4.889865,905939,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4256259067,3.5528542499,6.2700496803,3.7570565514,4.7964212223,41.976097521,30.321711457,21.098173599,11.723813571,21.132910721,51.7597202,32.896626058,22.334695416,21.171150416,27.548237997,41.029018832,0,0,0,0,0,0,0,0,0,4.1453608717,2
4.703096,905961,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.242478123,3.6386956848,6.4942434526,4.103200841,4.3327405925,43.656956617,28.917785582,19.221122349,8.8499017772,16.992879014,39.92336416,38.805498858,18.524714974,22.151361877,27.333071071,36.322648047,0,0,0,0,0,0,0,0,0,4.0631791026,2
4.031048,905962,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3868207594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736083,0,0,0,0,0,3.5093337306,3.4845337342,5.4054055955,3.6584247137,4.292466309,40.089115504,24.382889911,17.515760004,11.146905518,22.160875698,47.888738037,28.319035535,20.451009127,25.111271545,29.167156727,33.286880022,0,0,0,0,0,0,0,0,0,3.8821681124,10
4.794482,905971,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-2.7,0,0,0,0,0,2.653910549,0,0,0,0,0,-1.7,0,0,0,0,0,2.090968,0,0,0,0,1,0,0,0,0.794644,0,5.868033407,1,0.794644,0.794644,0,0,0,0,0,3.693933278,3.9664710065,6.2054952009,3.87788723,5.0956548991,36.669007795,21.610514448,27.343176763,31.998815195,19.074697058,44.079621009,39.850964808,22.001423793,24.780148557,28.766520826,44.75115645,0,0,0,0,0,0,0,0,0,4.5392839839,4
4.99491,905989,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76551,0.705361,0,1,0.828746,0,0,0,4.572003597,0,0,3.6639232657,3.2535565437,7.1585204792,3.691618249,4.0586744683,34.33508873,20.505110071,24.38772583,13.738430424,19.230950354,45.112752995,44.968596808,25.543068263,23.211503316,25.464424813,36.247376021,0,0,0,0,0,0,0,0,0,4.1785697082,5
3.71348,906815,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4196964598,3.2638863782,4.8688419491,3.5792964947,4.4398014452,35.864627984,22.670859123,23.298445834,9.1595547129,12.464345217,29.557973502,48.475070528,20.00364178,12.62087091,22.924170309,44.527456009,0,0,0,0,0,0,0,0,0,4.4508789384,4
5.19371,907287,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693269,1.539629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.9185852058,0,0,3.7266494343,4.2844697639,4.7647016644,4.4408715848,4.7998899802,53.810171609,37.708041175,31.770637597,32.561992262,19.852077822,39.740070972,43.802368657,26.365996816,35.309106929,29.205512727,42.359351621,0,0,0.4616088985,0,0,0,0,0,0,5.1602248617,6
4.847696,907289,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823594,0.780053,0,0,0,0,0,0,0,0.470335,0,0,1,0,0,0,0,9.6567267843,0,0,3.8552182536,4.0435301039,4.1143970634,3.8629343024,3.9467473479,35.086046672,22.674164804,28.263060628,38.775738756,16.129391167,40.608009059,45.90168124,22.541701084,26.793443525,34.107279749,45.228368907,0,0,0,0,0,0,0,0,0,4.7558036802,3
2.586505,907291,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-39.7,0,0,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4876231395,5.3013887444,6.3214762123,4.1078012525,4.2204921617,33.677573645,21.914445099,26.425031,33.03047315,16.888695105,38.508483339,52.818891672,23.652332784,22.110499902,18.506196256,27.735419817,0,0,0,0,0,0,0,0,0,3.8095040218,2
5.002114,907790,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621718,0,3.2861483496,3.5329565839,3.4988933671,3.833386013,3.743649694,22.30777452,25.239762623,29.027712229,11.311699914,14.653937602,38.593725254,39.777857344,17.923433961,13.101736712,26.812131762,25.695942284,0,0,0,0,0,0,0,0,0,4.6217819443,4
4.909775,907792,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5565966933,4.5788912819,5.0200008167,3.9395433234,4.3268047269,34.364262463,23.643151848,17.421537679,16.412256204,14.155154499,31.218570372,38.107674889,20.946064489,21.308608983,37.719521452,31.244036192,0,0,0,0,0,0,0,0,0,4.3234126389,8
5.243236,907794,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.8221535054,12.5,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.558796,7.2106448544,0,0,0,0,0,5.8252854172,0,0,3.3938347852,3.9293618213,6.5440411236,3.5749305279,4.5671014425,31.334099435,22.105919787,25.227808211,16.575409337,19.794054288,52.583813273,36.308145096,21.498918671,21.266135343,35.050261005,34.883318751,0,0,0,0,0,0,0,0,0,4.1945700666,6
4.65935,907795,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.8488843774,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7003069425,0,0,0,0,0,0,0.819783,0,4.4915361287,2,0.819783,0.819783,0,0,0,0,0,3.4664457165,4.3088616154,6.8625900947,4.1228362682,4.4308965873,33.983298616,21.103118131,25.217788149,27.071098491,22.78487097,42.29397826,47.29109316,20.708456764,28.778336061,29.397104821,38.063252847,0,0,0,0,0,0,0,0,0,4.3434169025,4
4.928725,908458,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.7880926814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1970283441,3.3485564258,7.6947726635,3.6359533708,4.5953566965,33.695311215,18.671557833,25.785547915,33.791015621,13.710136127,34.407996739,34.958257111,21.111657233,10.343079319,16.420627883,22.597243553,0,0,0,0,0,0,0,0,0,4.394499358,3
4.493818,908482,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0141972222,0.827581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4799537314,4.1531598911,6.4092908387,3.4207148735,4.1324275916,42.008288851,26.713748088,31.40632306,32.053236594,19.042379,41.002722926,43.445347054,21.244175673,25.263808988,27.445367464,31.114687644,0,0,0,0,0,0,0,0,0,4.5034227321,4
4.591381,909698,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0.7536,0,0,0,0,0,0,0,0,0,0,4.2677977546,1,0,0,0,0,4.3831635294,0.799888,0,3.4649590992,3.1536712857,5.6823919555,3.5993673832,3.7349279859,34.964649278,17.935644474,26.77257805,9.5567005735,22.224422722,53.424000356,48.137788183,22.520862392,20.911183937,20.830835026,25.887901493,0,0,0,0,0,0,0,0,0,3.4577222454,9
4.40662,909718,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4665349127,3.1650490848,5.8111737069,3.9931138635,4.7845243512,44.156628436,20.588267472,27.69913858,12.684974259,12.032701304,31.432701135,35.418206359,21.400610489,22.265590531,24.440028144,24.420242044,0,0,0,0,0,0,0,0,0,4.8101521745,8
3.806408,909740,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.2,0,0,0,0,0,0,0,0,0,0.795007,0.782576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5035310336,3.4921113365,6.1141661516,3.9521235615,4.5263701749,32.811973175,21.952577738,27.618771356,14.352446082,16.931788801,42.989310077,39.34777446,23.692774685,20.127900983,25.610627716,23.276905394,0,0,0,0,0,0,0,0,0,4.5846693794,7
5.912205,909746,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.66202,0,0,0,0,0,0,0,0,0,0,0.535384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.66202,0,0,0,0,0,0,0,0,0,0,0,4.3923100357,4.2909588344,4.6625166978,4.2290015216,4.5744896972,42.953537758,32.439601945,20.060870291,41.553712137,18.664555658,38.360688515,49.193838569,27.709012306,28.464613522,48.546492712,48.653043799,0.3952636751,0.3952636751,0.4801926452,0.3952636751,0.3952636751,0.3952636751,0.3952636751,0.3952636751,0.3952636751,5.8447082425,2
4.548171,909747,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.7324689002,3.844200666,6.0062672294,3.8360972195,4.3431652747,37.325760455,32.532011035,27.857533478,19.842779889,21.718361211,39.644751985,52.074271023,22.355000561,31.201078352,53.704712,54.348369763,0,0,0,0,0,0,0,0,0,5.2788141983,3
6.265858,909748,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.845535,5.0292269188,44,0.826816,0,0,0,0,0,0,0,34.8,0.813833,1.449,3.3113022379,0,0.845535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4827499675,4.1049282162,5.6575519476,3.8212077805,4.1414107871,45.142623239,25.664631587,29.217310972,45.692568071,18.884351689,44.046170818,47.331435458,23.401754827,24.686288997,31.123736516,42.944231867,0,0,0,0,0,0,0,0,0,7.4192146194,9
3.005273,909751,288,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.3419611582,3.4852368517,4.186014191,3.9199764548,4.9001077507,30.753590425,21.310079018,26.30669969,12.597721669,20.324254119,51.977859275,38.464898125,29.149304366,19.176354147,28.736814255,24.212600615,0,0,0,0,0,0,0,0,0,3.5699868459,5
