IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_828,Fingerprint_826,Fingerprint_822,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_782,Fingerprint_780,Fingerprint_776,Fingerprint_712,Fingerprint_710,Fingerprint_697,Fingerprint_687,Fingerprint_677,Fingerprint_646,Fingerprint_644,Fingerprint_629,Fingerprint_617,Fingerprint_611,REC_R_HSA_141409,REC_R_HSA_141409_EXP,GO_0030878,GO_0030878_EXP,CLS_average_ploidy,EXP_PIM2,EXP_STK24,EXP_STK19,Predicted IC50,Validation
-2.172091,908130,159,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,0.187475291,4
-1.464684,909735,159,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,-0.550531224,2
2.254633,910691,159,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,0.3749730012,6
-1.887505,910781,159,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,-0.577863886,6
0.878653,924187,159,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,4.7143561173,0,0,2.6533508085,4.2021384011,4.0838799576,3.4219937197,1.1717514797,7
0.805648,930082,159,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,6.9632637271,2.0219194553,3.597451008,4.8972569097,2.6984461734,0.3785839558,5
4.916962,1240127,159,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,2,8.7835949774,0,0,3.6815714119,4.8531678705,4.0832453666,3.2330920337,2.2917039222,4
-0.240878,1240174,159,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,4.2286055327,0,0,1.931980783,4.1827978152,4.5375667895,3.1274264713,0.0028090474,8
0.922248,907000,167,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,2.0060246273,3.2637734427,4.1083683359,2.7958028108,-0.055737308,5
1.368892,907051,167,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,2,8.9210509035,0,0,3.4323658044,4.6672182298,4.4058532707,3.0188421105,1.3211615558,1
1.368588,908130,167,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,0.4906745659,10
1.037964,909735,167,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,-0.27283154,3
1.935976,910691,167,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,0.3677830867,4
0.919349,910781,167,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,-0.822001108,8
3.147392,924187,167,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,4.7143561173,0,0,2.6533508085,4.2021384011,4.0838799576,3.4219937197,1.9783635164,4
2.760855,1240127,167,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,2,8.7835949774,0,0,3.6815714119,4.8531678705,4.0832453666,3.2330920337,2.4689410839,8
0.569869,1240174,167,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,4.2286055327,0,0,1.931980783,4.1827978152,4.5375667895,3.1274264713,0.2206513332,1
2.472582,907000,176,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2.0060246273,3.2637734427,4.1083683359,2.7958028108,2.8126439715,4
3.565115,907051,176,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,8.9210509035,0,0,3.4323658044,4.6672182298,4.4058532707,3.0188421105,4.280104934,8
2.892675,908130,176,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,3.1681457677,9
1.886942,909735,176,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,1.612518129,4
3.37176,910691,176,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,3.1795620861,3
2.147424,910781,176,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,2.0902456252,7
3.886045,924187,176,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,4.7143561173,0,0,2.6533508085,4.2021384011,4.0838799576,3.4219937197,4.1889268865,9
6.884232,1240127,176,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,8.7835949774,0,0,3.6815714119,4.8531678705,4.0832453666,3.2330920337,4.4971950319,1
3.36906,1240174,176,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,4.2286055327,0,0,1.931980783,4.1827978152,4.5375667895,3.1274264713,3.6361678396,2
2.289682,907000,177,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,2.0060246273,3.2637734427,4.1083683359,2.7958028108,1.9864296404,3
2.818355,907051,177,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,2,8.9210509035,0,0,3.4323658044,4.6672182298,4.4058532707,3.0188421105,3.2601815779,4
2.148439,908130,177,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,2.210602664,6
0.589609,909735,177,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,1.2211359511,10
2.232829,910691,177,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,1.9566116222,1
1.650705,910781,177,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,1.1998868779,9
4.619429,924187,177,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,4.7143561173,0,0,2.6533508085,4.2021384011,4.0838799576,3.4219937197,3.7910465427,5
4.040741,1240127,177,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,2,8.7835949774,0,0,3.6815714119,4.8531678705,4.0832453666,3.2330920337,4.7711626408,8
1.156456,1240174,177,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,4.2286055327,0,0,1.931980783,4.1827978152,4.5375667895,3.1274264713,1.5400317764,9
1.311162,907000,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2.0060246273,3.2637734427,4.1083683359,2.7958028108,2.8130344116,9
1.797895,907051,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,8.9210509035,0,0,3.4323658044,4.6672182298,4.4058532707,3.0188421105,3.0723922393,2
2.635097,908130,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,2.70723068,2
0.786836,909735,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,1.3344510401,6
1.470652,910691,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,1.9863887378,7
1.452467,910781,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,2.0045068926,8
3.655685,924187,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4.7143561173,0,0,2.6533508085,4.2021384011,4.0838799576,3.4219937197,2.6321940242,5
2.694544,1240127,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,8.7835949774,0,0,3.6815714119,4.8531678705,4.0832453666,3.2330920337,2.8190025071,1
1.532931,1240174,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4.2286055327,0,0,1.931980783,4.1827978152,4.5375667895,3.1274264713,2.6569853543,9
0.702868,907000,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2.0060246273,3.2637734427,4.1083683359,2.7958028108,0.4564741742,9
2.340432,907051,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,8.9210509035,0,0,3.4323658044,4.6672182298,4.4058532707,3.0188421105,2.0996042997,8
0.655075,908130,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,1.240611748,6
0.061859,909735,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,-0.529024521,5
1.796748,910691,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,0.8479805633,7
-0.447747,910781,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,0.1056480346,2
4.138304,924187,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4.7143561173,0,0,2.6533508085,4.2021384011,4.0838799576,3.4219937197,1.6850659678,6
0.890459,1240127,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,8.7835949774,0,0,3.6815714119,4.8531678705,4.0832453666,3.2330920337,1.8265402424,7
2.583038,1240174,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4.2286055327,0,0,1.931980783,4.1827978152,4.5375667895,3.1274264713,2.0358793012,4
3.0984,907000,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,2.0060246273,3.2637734427,4.1083683359,2.7958028108,3.1821396651,1
3.416401,907051,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2,8.9210509035,0,0,3.4323658044,4.6672182298,4.4058532707,3.0188421105,3.3957949508,4
3.540308,908130,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,3.373718271,9
2.650565,909735,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,2.4508953199,10
3.612579,910691,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,2.8799861632,7
2.211085,910781,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,2.5249307294,5
3.971674,924187,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,4.7143561173,0,0,2.6533508085,4.2021384011,4.0838799576,3.4219937197,3.7809844121,2
3.793136,1240127,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2,8.7835949774,0,0,3.6815714119,4.8531678705,4.0832453666,3.2330920337,3.4473492046,7
3.534838,1240174,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,4.2286055327,0,0,1.931980783,4.1827978152,4.5375667895,3.1274264713,3.5776517574,1
3.861695,907000,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0060246273,3.2637734427,4.1083683359,2.7958028108,4.0988282216,4
4.821468,907051,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8.9210509035,0,0,3.4323658044,4.6672182298,4.4058532707,3.0188421105,5.4167212463,3
4.358116,908130,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,4.4067427564,5
4.287953,909735,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,4.3431874437,5
5.049776,910691,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,4.6693612224,7
4.556728,910781,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,3.9690464041,2
5.726534,924187,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.7143561173,0,0,2.6533508085,4.2021384011,4.0838799576,3.4219937197,5.2589504616,1
5.692936,1240127,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8.7835949774,0,0,3.6815714119,4.8531678705,4.0832453666,3.2330920337,5.465998358,5
4.734505,1240174,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.2286055327,0,0,1.931980783,4.1827978152,4.5375667895,3.1274264713,4.9255617246,5
5.218094,907000,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2.0060246273,3.2637734427,4.1083683359,2.7958028108,4.8647986529,9
5.106778,907051,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,8.9210509035,0,0,3.4323658044,4.6672182298,4.4058532707,3.0188421105,5.6082238297,9
4.682674,908130,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,4.8927023172,6
4.249165,909735,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,3.537937614,2
5.951341,910691,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,4.7141004173,1
5.416428,910781,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,4.4408269431,3
6.582327,924187,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,4.7143561173,0,0,2.6533508085,4.2021384011,4.0838799576,3.4219937197,4.7571124976,2
4.985726,930082,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,6.9632637271,2.0219194553,3.597451008,4.8972569097,2.6984461734,4.3460042305,10
5.930567,1240127,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,8.7835949774,0,0,3.6815714119,4.8531678705,4.0832453666,3.2330920337,4.9603199871,4
5.402894,1240174,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,4.2286055327,0,0,1.931980783,4.1827978152,4.5375667895,3.1274264713,5.4310817896,5
0.496883,907000,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2.0060246273,3.2637734427,4.1083683359,2.7958028108,0.8194118488,9
3.359222,907051,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,8.9210509035,0,0,3.4323658044,4.6672182298,4.4058532707,3.0188421105,2.5020409298,5
-0.461949,908130,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,1.5221866474,6
1.323233,909735,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,0.680978099,7
4.323773,910691,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,1.8081899413,7
-2.826655,910781,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,0.5981178527,9
4.245558,924187,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,4.7143561173,0,0,2.6533508085,4.2021384011,4.0838799576,3.4219937197,2.3303561226,1
3.302885,1240127,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,8.7835949774,0,0,3.6815714119,4.8531678705,4.0832453666,3.2330920337,2.4993557976,1
2.255935,1240174,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,4.2286055327,0,0,1.931980783,4.1827978152,4.5375667895,3.1274264713,2.2020322226,9
1.897471,907000,202,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2.0060246273,3.2637734427,4.1083683359,2.7958028108,2.5558366186,8
1.994585,907051,202,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,2,8.9210509035,0,0,3.4323658044,4.6672182298,4.4058532707,3.0188421105,2.4028625813,8
2.828964,908130,202,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,2.304294401,8
1.305135,909735,202,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,0.7814688689,10
2.192499,910691,202,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,2.1435413454,9
1.757102,910781,202,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,1.8557412278,6
3.160199,924187,202,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,4.7143561173,0,0,2.6533508085,4.2021384011,4.0838799576,3.4219937197,1.4173869729,9
1.926608,1240127,202,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,2,8.7835949774,0,0,3.6815714119,4.8531678705,4.0832453666,3.2330920337,1.9675331652,10
1.927852,1240174,202,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,4.2286055327,0,0,1.931980783,4.1827978152,4.5375667895,3.1274264713,1.8245676303,5
3.455613,907000,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2.0060246273,3.2637734427,4.1083683359,2.7958028108,2.8130344116,4
4.640372,907051,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,8.9210509035,0,0,3.4323658044,4.6672182298,4.4058532707,3.0188421105,3.0723922393,1
3.860071,908130,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,2.70723068,6
3.114174,909735,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,1.3344510401,9
1.373842,910691,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,1.9863887378,9
3.513632,910781,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,2.0045068926,3
3.484832,924187,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4.7143561173,0,0,2.6533508085,4.2021384011,4.0838799576,3.4219937197,2.6321940242,1
3.843432,930082,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6.9632637271,2.0219194553,3.597451008,4.8972569097,2.6984461734,1.7319186729,9
3.390898,1240127,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,8.7835949774,0,0,3.6815714119,4.8531678705,4.0832453666,3.2330920337,2.8190025071,6
3.084318,1240174,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4.2286055327,0,0,1.931980783,4.1827978152,4.5375667895,3.1274264713,2.6569853543,7
3.580101,907000,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.0060246273,3.2637734427,4.1083683359,2.7958028108,4.1683003021,4
4.253708,907051,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,8.9210509035,0,0,3.4323658044,4.6672182298,4.4058532707,3.0188421105,5.2411580891,9
4.410588,908130,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,4.1401136359,6
3.887128,909735,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,2.8447486772,3
3.892692,910691,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,3.8035518365,10
4.40538,910781,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,3.5845134005,9
4.928416,924187,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,4.7143561173,0,0,2.6533508085,4.2021384011,4.0838799576,3.4219937197,3.7866882871,4
4.251837,930082,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,6.9632637271,2.0219194553,3.597451008,4.8972569097,2.6984461734,3.5998768053,3
4.502783,1240127,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,8.7835949774,0,0,3.6815714119,4.8531678705,4.0832453666,3.2330920337,4.6698798196,7
4.220369,1240174,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,4.2286055327,0,0,1.931980783,4.1827978152,4.5375667895,3.1274264713,4.0553504319,1
1.568376,907000,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0060246273,3.2637734427,4.1083683359,2.7958028108,1.5709146885,4
2.391898,907051,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,8.9210509035,0,0,3.4323658044,4.6672182298,4.4058532707,3.0188421105,1.9431407595,5
1.348149,908130,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.9667921549,4.3899321223,4.2873662655,2.8956258568,1.2566737594,3
-0.026982,909735,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,14.449119202,1.9784991522,3.5829747542,4.7257785129,2.841098384,0.2585896521,10
2.082054,910691,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.2577327546,3.7433573765,4.5356846511,2.7212952994,0.7639435182,7
0.7413,910781,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4.8081334031,1,5.5312781323,2.1709069768,3.3662167461,4.4686151729,2.8090016505,0.6663488684,2
