IC50,Cancer,Drug,From_Sanger,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_797,Fingerprint_791,Fingerprint_776,Fingerprint_714,Fingerprint_710,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_673,Fingerprint_646,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,Fingerprint_588,PWY_R_HSA_2682334,GO_0030336_EXP,EXP_IRAK3,EXP_BRD4,PKA_137_POL_X_Fingerprint_576,EXP_IRAK3_X_EXP_IL1RAP,EXP_MAP2K7_X_EXP_PIK3CG,Predicted IC50,Validation
6.58449,930298,309,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,6.5495596885,1
4.676566,906843,1194,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,3.7291986689,5
0.07649,1298134,308,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,1.0656592224,7
5.800311,930298,235,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,5.5592167838,4
-0.177048,907068,1010,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,0.6361376299,8
2.690548,906824,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,3.0594961516,3
-0.305954,906824,282,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,-0.421427931,2
5.744272,687505,176,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,4.9901180743,7
5.055158,687506,304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,5.5466083793,4
2.624462,724839,1015,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,3.9570779615,5.4131136837,0,15.868346125,12.638631606,2.4969164328,10
6.098093,724839,263,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,6.2215815297,4
4.288887,687505,329,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,2.9371436991,9
1.253536,1298134,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,3.2334624328,3
1.097452,930298,157,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,0.8731653996,3
6.274355,930298,299,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,5.6468157636,1
-1.840718,906824,273,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,-1.152576603,10
2.071781,1298134,235,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,0.6824780645,9
6.585307,930298,294,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,5.8866918871,9
0.318697,906824,229,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,2.9006075107,7
-1.966119,907068,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,-0.0772204,1
3.744662,930297,1046,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,3.8420456193,8
5.210176,687506,1039,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,5.1541457097,3
1.924017,687506,207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,2.8197712953,9
3.457664,687506,299,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,3.4050756939,3
3.374628,907068,299,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,2.5398575158,1
2.99413,906843,257,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,2.853143463,6
0.907088,930298,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,0.1351026917,6
2.269821,906843,199,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,2.9189619418,7
4.580228,1240212,298,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,4.5703351686,5
1.192741,930297,312,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,1.9403452094,8
6.082092,724839,290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,3.9570779615,5.4131136837,0,15.868346125,12.638631606,6.2357850137,6
4.387221,1240212,1043,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3.1566702035,5.687384494,0,11.791803995,13.040814464,4.460448352,9
3.418096,906824,262,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,2.5728788757,5
2.596193,907068,1015,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,2.5199410291,4
2.886614,906824,1028,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,2.0049076437,4
1.40893,1298134,1059,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,1.2238028367,3
4.656116,907068,304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,4.4151979946,7
0.410771,906843,312,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,-0.150342487,6
2.871859,687505,1015,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,2.2273087618,7
1.3669343729,930298,1032,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,2.8861088407,6
0.84866,687506,312,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,1.3334535624,6
1.773051,1240212,1021,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,1.9219442259,4
-0.845847,1240212,1022,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,3.1566702035,5.687384494,0,11.791803995,13.040814464,-1.024142819,9
3.383784,687506,1164,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,1.78870928,6
3.690038,1298134,1054,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,3.9611886717,2
3.449077,906824,199,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,2.8942530936,6
1.239036,1240212,331,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,0.6463591203,5
1.635251,1240212,226,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,2.040415669,8
-0.407902,687506,153,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,0.0495113896,5
5.734286,930298,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,5.538295964,2
0.124504,906843,1024,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,-1.006215832,5
3.934149,687505,1054,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,3.4696170038,4
4.962348,907068,290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,5.1051992996,1
2.021837,1298134,1029,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,2.6041482752,2
3.153716,1240212,1049,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,3.3186925745,6
4.04043,906824,253,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,4.1166656686,7
5.574937,930297,302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,5.7918274817,9
-0.44278,687505,159,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,0.0414250003,3
6.235071,930297,279,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,6.5088575431,7
4.839043,930297,281,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,5.974516854,1
-2.55886,687506,1022,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,-0.924532408,2
4.705321,930297,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,5.4508369591,3
3.780984,724839,1049,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,4.0863467438,10
5.63005,687506,193,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,6.0894843937,4
2.581168,906843,1219,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,1.8147373037,1
2.681597,906843,1038,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,2.54189664,4
4.496419,1298134,304,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,4.5441987745,1
3.722588,1240212,281,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,3.7245276416,6
6.135891,724839,221,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,5.8037630635,2
0.095879,687505,331,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,0.6294537956,10
4.038493,907068,1054,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,3.861672205,3
0.658598,687505,158,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,1.0652846018,2
4.125015,687505,1043,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,3.9865513575,4
5.220584,930298,308,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,4.4823113595,1
5.075152,687506,176,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,4.9997227943,5
2.878977,930298,1038,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,2.5427365399,9
4.049449,930298,178,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,3.211748948,6
3.823829,906843,281,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,4.0713311403,4
2.57999,946357,1046,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,2,0,3.1976712244,5.6306040107,0,11.851593745,14.469112177,2.2385001669,7
3.433021,906843,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,3.1610402772,8
2.5927877529,930297,1014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,2.1470074688,6
4.633195,687506,291,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,4.4701764626,8
3.916158,906843,293,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,2.9280699096,1
1.69378,687505,219,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,1.2094424404,4
1.102668,930297,1023,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,0.8742199699,3
4.595687,906843,345,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,5.1894758801,6
5.079266,724839,235,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,5.0985879477,2
4.726065,687506,294,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,4.1835519885,1
2.259894,906843,256,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,2.4237303832,10
6.242398,906824,176,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,4.9421261234,4
4.282152,687506,298,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,4.6784684713,1
0.469921,687505,305,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,1.2351995864,7
1.553391,1298134,293,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,2.9619772564,5
-0.357815,946357,1060,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,2,0,3.1976712244,5.6306040107,0,11.851593745,14.469112177,-1.530191011,10
6.195114,724839,229,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,5.8084132279,2
-0.686838,724839,283,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,-0.377123678,9
3.197738,930298,277,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,3.5037239671,9
2.552197,1240212,299,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,2.1233057559,6
2.125285,906824,275,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,4.2351483446,1
3.687823,930297,158,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,3.1804248623,5
-2.141222,930298,1060,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,-1.215773605,10
3.268336,687506,1029,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,4.0234558479,5
2.0928,930298,273,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,1.6415502678,4
3.408427,907068,262,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,3.5764904175,10
6.199999,930297,294,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,6.0187618555,5
4.864037,930297,249,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,4.2878284276,7
4.689893,930297,282,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,4.5711270433,6
4.037983,930298,1015,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,2.4748706046,2
3.181451,1298134,257,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,4.4140067546,3.2231998158,5.2675923994,0,11.504159524,13.234659277,2.937518483,8
1.175217,906824,305,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,1.3097997374,4
3.081061,930297,219,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,3.3571144278,3
0.906536,906824,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,2.0809416744,2
2.919471,906824,1049,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,2.6722287547,6
0.424133,930297,283,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,0.9324176539,2
4.854632,724839,329,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,0,3.9570779615,5.4131136837,0,15.868346125,12.638631606,5.2516635287,3
5.515085,724839,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,5.1973533357,10
5.917168,930298,295,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,6.5225498195,1
3.865109,724839,1013,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,2,0,3.9570779615,5.4131136837,-1.4,15.868346125,12.638631606,2.8027432436,1
-1.330513,906824,219,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,11.497666944,14.487923201,1.2805988464,7
0.252631,687505,1010,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,3.3782014768,3.0252558276,5.6090773638,0,9.7083996281,14.675089467,0.9068263256,4
1.4236,907068,1023,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,3.6321368395,5.6125055083,0,13.820833047,12.999983849,1.7791848842,8
1.258671,906843,202,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,1.942789679,8
3.335941,1240212,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,3.1566702035,5.687384494,0.3,11.791803995,13.040814464,3.0209688938,9
-1.692047,930297,1060,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,-1.844743334,4
1.250975,930297,159,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,0,4.8521131365,5.3820524088,0,19.154756444,12.104093275,2.3447236417,1
-1.658539,687506,1057,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,-1.165842834,4
2.474396,930298,159,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,2.2791926616,5
6.342531,930298,279,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,6.3678533709,9
1.807954,906843,1049,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.9478359226,5.5199455439,0,12.839859693,13.417610905,3.2692023135,10
0.838366,687506,1010,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,0.3082410245,7
4.100019,930298,252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,4.2284266226,5.0044916562,0,18.211828114,11.407227195,3.0481647718,5
1.098656,687506,1023,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,3.4793992429,5.4320796759,0,13.83750445,11.895041789,1.1819523141,2
