IC50,Cancer,Drug,From_Sanger,Fingerprint_826,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_797,Fingerprint_791,Fingerprint_776,Fingerprint_714,Fingerprint_710,Fingerprint_697,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_673,Fingerprint_667,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_363,GO_0030336_EXP,EXP_IRAK3,EXP_BRD4,PKA_137_POL_X_Fingerprint_576,EXP_BRD4_X_EXP_MYC,EXP_BRD4_X_EXP_NUMA1,EXP_IRAK3_X_EXP_IL1RAP,EXP_MAP2K7_X_EXP_PIK3CG,Predicted IC50,Validation
-0.841781,1298134,157,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,-0.562001324,2
0.658598,687505,158,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,0.8862613326,6
1.252531,687506,158,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,1.0345235562,5
3.347998,724839,158,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.1629878928,5
2.171729,906824,158,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,0.8779887328,4
0.959568,907068,158,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,1.4778922231,9
3.687823,930297,158,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,3.5755092213,8
2.559722,930298,158,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,3.3329729888,6
0.898069,1240212,158,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,1.2379081703,3
1.879747,1298134,158,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,1.0299590462,8
-0.44278,687505,159,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,0.2859818466,5
2.972042,687506,159,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,1.0862054457,2
3.058838,724839,159,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.2963030029,3
-0.738579,906824,159,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,0.2145097776,6
-0.497923,906843,159,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,0.3423880834,8
1.250975,930297,159,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,1.8320019037,8
2.474396,930298,159,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,2.8225763756,4
1.437116,1240212,159,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,0.5719081837,4
0.755309,1298134,159,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,0.6718197451,1
1.274886,687505,167,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.4707775258,9
2.124014,687506,167,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,2.1074383566,6
1.513059,724839,167,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,1.8858036044,4
1.979126,906824,167,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,0.4455687176,2
0.815804,906843,167,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,1.1487374826,6
2.204883,907068,167,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,1.6300343818,6
5.97431,930297,167,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,3.5310179063,6
2.977512,930298,167,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,3.5426777453,8
1.800241,1240212,167,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,1.4129866546,4
0.963728,1298134,167,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,1.4867944913,4
5.744272,687505,176,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,3.0585956796,1
5.075152,687506,176,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,5.1229984506,3
5.92998,724839,176,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.9570779615,5.4131136837,0,46.246534785,32.952153584,15.868346125,12.638631606,5.1572333119,1
6.242398,906824,176,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,4.6914515276,6
2.130299,906843,176,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,3.944026136,3
4.363229,907068,176,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,4.1892333171,2
6.714816,930297,176,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,6.0350036794,1
6.931905,930298,176,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,5.9069838139,2
5.592379,1240212,176,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.1566702035,5.687384494,0,53.078990442,35.290054041,11.791803995,13.040814464,5.2108898703,3
3.437151,1298134,176,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,5.0573521424,6
1.67813,687505,177,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,2.3216904186,3
1.345497,687506,177,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,2.523483741,1
5.333935,724839,177,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,4.8259062974,5
2.825075,906824,177,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,2.0720338725,6
2.340457,906843,177,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,2.5776692081,7
3.298554,907068,177,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,3.0944837447,3
6.007434,930297,177,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,6.0856996291,10
5.328039,930298,177,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,6.0312523614,4
1.708434,1240212,177,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.2666941487,4
1.553463,1298134,177,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,2.2027294861,8
0.427361,687505,178,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,0.049240831,9
2.515127,687506,178,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,2.2322580346,6
3.961515,724839,178,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.7907312464,9
1.613414,906824,178,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,1.6465134814,7
0.132745,906843,178,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,1.3699811132,7
3.059804,907068,178,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,1.6881903616,2
4.493201,930297,178,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,5.3497964235,1
4.049449,930298,178,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4.2284266226,5.0044916562,0,53.548462103,32.261758846,18.211828114,11.407227195,5.0924491143,4
2.132592,1240212,178,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.1566702035,5.687384494,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.2160517085,8
2.183331,1298134,178,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4.4140067546,3.2231998158,5.2675923994,0,61.640784461,36.02603409,11.504159524,13.234659277,2.1679592963,5
1.541723,687505,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,3.3782014768,3.0252558276,5.6090773638,0,65.371679042,34.58928315,9.7083996281,14.675089467,0.8921704792,5
1.301051,687506,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,3.4793992429,5.4320796759,0,59.117976019,34.530745112,13.83750445,11.895041789,1.1454405079,1
3.722018,724839,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,3.9570779615,5.4131136837,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.5767919809,6
1.11098,906824,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,6.3018233858,2.9956604313,5.9173867453,0,67.4144993,40.018278184,11.497666944,14.487923201,-0.156511104,8
0.66737,906843,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2.9478359226,5.5199455439,0,67.36996948,33.681930667,12.839859693,13.417610905,1.0031048814,9
0.684106,907068,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,3.6321368395,5.6125055083,0,66.465517602,35.487811896,13.820833047,12.999983849,1.4551905609,2
3.408223,930297,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,4.8521131365,5.3820524088,0,47.802494887,34.755374895,19.154756444,12.104093275,3.6171628025,1
