IC50_GDSC2,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_803,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_659,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_647,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,PKA_118_ASA,PKA_137_N_EXP,PKA_219,PKA_219_ASA,PKA_44,PKA_44_ASA,PKA_44_CHA,PKA_44_ENG,PKA_44_EXP,DOM_FAT,MUT_PAK5,MUT_STK19,MUT_STK19_EXP,REC_R_HSA_428531,REC_R_HSA_5672950_EXP,REC_R_HSA_5692755_EXP,PWY_R_HSA_373755_CSV,PWY_R_HSA_75035_EXP,GO_0007010,GO_0007030,GO_0007548,GO_0007568,GO_0043154,GO_0043154_EXP,GO_0051402,GO_2000379,EXP_FAM20A,EXP_BRDT,EXP_STK16,EXP_CAMK2D,PKA_109_I_CSV_X_Fingerprint_617,PKA_109_I_X_Fingerprint_617,PKA_190_ENG_X_Fingerprint_694,PKA_190_EXP_X_Fingerprint_644,PKA_190_E_EXP_X_Fingerprint_860,PKA_190_VOL_X_Fingerprint_860,PKA_192_ASA_X_Fingerprint_576,PKA_192_B62_X_Fingerprint_576,PKA_192_CSV_X_Fingerprint_576,PKA_192_VOL_X_Fingerprint_576,PKA_194_CSV_X_Fingerprint_709,PKA_249_ENG_X_Fingerprint_576,PKA_294_CSV_X_Fingerprint_576,PKA_59_ENG_X_Fingerprint_702,PKA_89_ASA_X_Fingerprint_702,EXP_COL4A3BP_X_EXP_COL4A3,EXP_CSNK1E_X_EXP_DIEXF,EXP_CSNK1E_X_EXP_HEATR1,EXP_CSNK1E_X_EXP_RPP40,EXP_CSNK2A1_X_EXP_HDAC1,EXP_CSNK2A1_X_EXP_HDAC4,EXP_CSNK2A1_X_EXP_SIN3A,EXP_CSNK2A1_X_EXP_SUPT5H,EXP_INSRR_X_EXP_GRB2,EXP_INSRR_X_EXP_SOS2,EXP_MAP2K1_X_EXP_DNM1,EXP_MAP2K1_X_EXP_PIK3CD,EXP_MAP2K1_X_EXP_RPS27A,EXP_PAK3_X_EXP_CTNNA1,EXP_TBK1_X_EXP_TRAF3,PWY_R_HSA_1280218_CSV_X_PWY_R_HSA_442742_CSV,PWY_R_HSA_187687_EXP_X_PWY_R_HSA_6804758_EXP,PWY_R_HSA_3247509_EXP_X_PWY_R_HSA_388841_EXP,GO_0001666_X_GO_0006469,GO_0001933_EXP_X_GO_0006914_EXP,GO_0007049_CSV_X_GO_0035019_CSV,GO_0007249_X_GO_0097190,GO_0010507_X_GO_0023014
4.507612,907172,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98581497459322,0,0,0,0,0,0,0,0,0,0,0,3.40176829699062,3.23366261610737,6.13170319079402,6.16112775448164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5655355868436,46.4294839709946,46.8569871425094,47.7077359674498,78.0208404103742,27.1794558295253,49.0643452010654,57.797172793929,22.5685409429725,14.1298284888711,56.309601857222,33.5201376850724,32.5499537684306,32.8572347798334,34.6470820435322,0,0,0,0,0,0,1,0
5.051231,908125,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.63712301161475,0,1,3.09516247273623,3.43045830815802,6.60220654091925,6.10200273026866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.335719836933,51.4736986270103,44.5899007833971,47.5650646744543,76.9046853672392,33.1265468490604,48.4234445582855,56.1457249715307,25.4404442237817,14.5092016620444,27.1817384219038,27.3243882752559,27.6319369590136,36.7196270502379,34.5480827041559,0,0,0,0,0,0,2,0
5.683304,908128,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.97293023068278,2,4,0,0,0,0,0,0,2.89203915007766,3.19624985872642,6.60443837289069,6.14806013058451,0,0,0,0,0,0,0,0,0,0,0,0,0.845082,0,-10.7,17.7014300997488,49.4270874619782,43.6670898072357,52.2615735265999,59.8397966417986,26.9276188427859,38.3570736316251,46.212276098398,25.2011560674304,15.2708789979709,25.4115866726163,33.3670780185252,27.6398843443816,35.9845104546158,40.203665586725,0.269146230477,0,0,1,54.4799425148431,0,0,2
3.489478,909713,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.26922144838413,0,0,0,0,0,0,0,0,0,0,0,0,4.25891124371449,0,0,0,0,0,0,0,0,0,0,0,2.99433202239432,3.17889933229988,6.86256999251144,5.20824612855699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5147226860702,50.313846229969,45.4138318627976,43.1755763625774,68.3695681146703,27.2145023230698,40.1784946165246,49.408211623195,21.4085573101741,13.4547916401799,31.2925064079634,29.2495651527283,30.9685722826047,32.0589705051813,46.9664542689403,0.495450234972,0,0,0,0,0,0,0
5.34478,909723,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.43222558062915,0,0,0,0,1,0,0,0,0,0,0,2.89773861491815,2.90194217856788,6.37605637252403,6.33142178033373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4221730446807,39.0072954940387,38.1498266405519,44.4298484904083,52.648359320581,23.5250125131927,36.0143156474296,42.3768656397982,26.8978015329756,13.5049167201965,26.0977819040488,35.1916569684464,29.5687722365453,33.3620354385993,30.2663700151689,0,0,0,0,0,0,0,0
4.300738,909725,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.05616200362513,0,0,6.62642684283669,1,0,0,0,0,0,1,0,2.92808085583255,2.67176724498813,6.70649695512046,6.5309507520036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4757657760638,46.1388847123453,42.0443396072538,47.1170468953869,66.1269878488169,25.6394545680237,39.0564487904658,48.5166195432784,28.0615348869548,16.1090706119373,27.3535986007323,26.6122441096026,27.4372884728179,50.0016305408239,45.3987368393784,0,0,0,0,0,0,0,0
4.561636,909784,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83785730550585,0,0,0,1,0,0,0,0,0,0,0,2.82289576802836,3.15589223074172,6.39799544716711,6.97137549744045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3747107225306,47.8746171706151,46.7227525205979,50.8915605677991,55.1189405508639,22.9822385653374,37.7669494660866,44.8224692793041,19.9266182261079,14.2440822703556,48.8501231559748,30.6701419957468,27.2743201264929,30.0507512500173,48.2689482241746,0,0,0,0,0,0,0,0
2.139548,910853,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4.39984434341491,0,0,4.79658948098809,2.90528696653509,6.33786273888133,3.76727425247193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5112117551408,54.4181751941256,56.1976479656481,59.3976087493029,73.0329225338764,27.4406652567882,41.8812916248456,43.7905217016102,23.1066601008072,12.9015571439322,32.5161153013568,27.3099040096905,30.1475147972018,33.2308122065009,35.9759820704393,0,0,31.5332980226244,0,0,0.69488069238,2,0
3.544592,910903,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20989455680114,0,0,0,0,0,0,0,0,0,0,0,2.92023273119588,3.27080788609523,6.70202920411354,5.44157276306815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4766191572018,58.4012086825828,48.1806313644412,54.1207137103701,71.0020831440375,29.0008740066339,49.8516757901311,64.1666849992936,22.2617592696623,11.9034900498033,67.8613155389786,34.7443355396483,33.3016959882801,30.2526868850716,50.4292792869261,0,0,0,0,0,0,0,0
3.653394,910932,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.88716921848748,2.88056618757247,6.32351874603781,5.97859925788334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5461055676984,48.2489861090841,42.0774856628575,51.7805898983847,54.3428189205411,25.608699395675,32.5473263601333,47.8731633018548,25.1141395777584,15.1143964564294,33.6870090772361,33.8397050528227,26.1728480535783,35.027727178261,50.5226587324712,0,0,0,0,27.3305354506434,0,0,0
2.237006,1240153,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25622269171647,0,0,0,1,0,0,0,0,0,0,0,3.01428868108863,3.11267192299339,7.25915074365437,4.77456514021713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6431285429728,51.7075810099668,49.4742019610685,58.1799799375992,71.3434003097367,29.2741027900608,45.3958346955905,54.2723021660762,21.9274100216196,13.8479178913595,38.6024524580521,42.1811897558495,29.1515000992676,32.1440906192673,39.6454329139138,0,0,0,0,0,0,0,0
4.878574,1240226,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5659659164988,0,0,0,0,0,0,0,0,0,0,0,2.999401472829,2.81424106009374,6.66444431569847,5.39493063544973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3781297543667,42.5694614182937,53.7232083551922,54.029157622728,62.5115260039899,23.2884515666056,42.5261623456124,47.3728270108785,22.6293638979404,13.6920942232243,31.4847289036622,26.7408877197709,29.8215309261483,30.8070032282775,52.9745401129146,0,0,0,0,0,0,0,0
3.941191,1299078,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38620462857668,0,0,3.83401181094843,0,1,0,0,0,0,1,0,2.98270594803646,3.08541050542306,6.60415934516367,5.22424806019694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,13.5989819785103,45.4217530968126,44.1629065983258,59.9032302036506,67.4892141369729,23.9126610577935,44.3009784026364,44.5397981731508,22.0896492883993,14.3328503822677,39.3178427454332,30.6205365879579,30.8441990946998,37.57127982639,46.1146895542457,0,0,0,0,0,0,0,0
3.204101,1299080,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.85411885266945,0,0,0,0,0,0,0,0,0,0,0,0,11.0127046123434,0,0,0,0,0,0,0,1,6.85411885266945,0,0,2.93952371710126,3.17282349340533,6.56350121429386,4.94916141066606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6116925418299,52.6189747900007,46.3435565998343,59.4252917027513,70.4256425155489,27.8936690685337,45.8613001584695,52.3374901255886,24.3293629517209,14.0430821973159,34.1603317910387,29.9426379204233,29.1030852312683,32.3629347150073,46.0401595042645,1.15809142742,0,0,0,0,0.55822676724,0,0
2.730011,1299081,1010,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14135044125353,0,0,3.17797278612292,0,1,0,0,0,0,0,0,6.80267651344627,2.99335851295175,6.14322935883449,5.42117314831783,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.323,0,14.5909119616543,71.1747801040198,55.0680816668377,55.4287087726613,67.0859534043857,27.0753339731181,41.7758116278566,59.1532385946685,25.5204578415286,15.9736765729512,48.2478485556676,34.4662351312068,31.9048345665656,32.2945490341442,43.4789312924976,0,0,0,0,8.86705795497671,0,1,0
