IC50,Cancer,Drug,PKA_137_POL_X_Fingerprint_576,EXP_BRD4_X_EXP_MYC,EXP_BRD4_X_EXP_NUMA1,EXP_IRAK3_X_EXP_IL1RAP,EXP_MAP2K7_X_EXP_PIK3CG,Predicted IC50,Validation
1.045583,687506,1053,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,3
1.693233,724839,1053,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,6
0.009915,906824,1053,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
2.335699,906843,1053,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,8
2.542177,907068,1053,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,8
1.617293,930297,1053,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,3
1.355562,930298,1053,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,4
2.489995,946357,1053,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,9
0.746872,1240212,1053,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,6
2.39118,1298134,1053,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,7
3.934149,687505,1054,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,2
3.976156,687506,1054,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,4
4.105699,724839,1054,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,6
2.337987,906824,1054,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,3
3.632841,906843,1054,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,3
4.038493,907068,1054,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,2
4.431247,930297,1054,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,7
4.951174,930298,1054,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,7
3.552902,946357,1054,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,6
3.846863,1240212,1054,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,3
3.690038,1298134,1054,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,8
-2.271119,687505,1057,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,3
-1.658539,687506,1057,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,8
-0.846415,724839,1057,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,8
-2.800573,906824,1057,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,4
-0.82852,906843,1057,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,3
-1.107338,907068,1057,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,3
-1.536352,930297,1057,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,9
-1.836328,930298,1057,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,6
-1.770765,946357,1057,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,4
-2.786754,1240212,1057,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,7
-1.462096,1298134,1057,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,7
0.013191,687505,1059,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,1
0.67934,687506,1059,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,1
1.474538,724839,1059,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,3
-0.195814,906824,1059,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,4
1.175597,906843,1059,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,3
0.416111,907068,1059,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,1
1.051691,930297,1059,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,6
0.459615,930298,1059,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,8
-0.325841,946357,1059,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,5
-0.146077,1240212,1059,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,1
1.40893,1298134,1059,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,6
-1.117648,687505,1060,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,2
-3.292629,687506,1060,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,8
-3.254987,724839,1060,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,5
-1.838775,906824,1060,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,2
-0.485075,906843,1060,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,6
-1.61617,907068,1060,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,5
-1.692047,930297,1060,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,3
-2.141222,930298,1060,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,5
-0.357815,946357,1060,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,1
-2.450639,1240212,1060,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,2
-0.36994,1298134,1060,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,10
4.158753,687505,1061,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,6
4.517029,687506,1061,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,3
4.647815,724839,1061,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,7
2.889239,906843,1061,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,8
4.281748,907068,1061,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,8
4.858518,930297,1061,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,10
5.200304,930298,1061,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,9
3.625544,946357,1061,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,10
4.070007,1240212,1061,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,7
4.134523,1298134,1061,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,1
3.064918,687505,1129,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,8
4.845302,687506,1129,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,3
4.009893,724839,1129,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,5
5.088885,906824,1129,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,8
4.099389,906843,1129,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,6
4.095309,907068,1129,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,10
4.515075,930298,1129,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,8
2.573175,946357,1129,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,7
4.475295,1240212,1129,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,5
4.202491,1298134,1129,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,8
1.842158,687506,1142,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,2
1.677758,906843,1142,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,8
3.871295,687506,1143,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,7
3.758858,906843,1143,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,9
3.172632,687506,1158,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,3
3.774136,906843,1158,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,3
3.174866,687506,1161,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,10
0.856971,906843,1161,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,8
3.383784,687506,1164,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,7
2.41005,906843,1164,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,5
2.736097,687505,1194,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,5
5.081686,687506,1194,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,6
4.889338,724839,1194,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,3
4.123215,906824,1194,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,4
4.676566,906843,1194,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,6
4.660794,907068,1194,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,9
5.066307,930297,1194,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,1
5.217184,930298,1194,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,10
0.946064,946357,1194,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,10
4.440037,1240212,1194,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,10
2.519087,1298134,1194,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,1
5.081686,687506,1203,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,10
2.146546,906843,1203,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,1
2.151599,687505,1219,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,7
3.228838,724839,1219,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,2
1.149748,906824,1219,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,2
2.581168,906843,1219,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,5
1.792695,907068,1219,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,9
1.955518,930297,1219,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,10
3.332847,930298,1219,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,9
0.433432,946357,1219,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,4
1.970036,1240212,1219,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,7
2.757349,1298134,1219,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,3
-0.264902,687505,1242,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,6
0.207382,687506,1242,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,10
-0.7249,724839,1242,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,10
0.848732,906824,1242,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,9
-1.050841,906843,1242,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,5
1.366081,907068,1242,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,6
1.050147,930297,1242,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,9
2.352239,930298,1242,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,8
0.980024,946357,1242,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,2
0.513106,1240212,1242,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,5
0.423492,1298134,1242,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,6
-3.245668,687505,1372,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,3
-2.310985,724839,1372,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,6
0.124706,906824,1372,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,7
1.080233,906843,1372,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,7
-1.966119,907068,1372,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,9
0.756557,930297,1372,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,4
0.907088,930298,1372,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,8
-0.836492,946357,1372,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,9
-1.103484,1298134,1372,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,2
2.87496,687505,1373,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,4
4.991399,724839,1373,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,8
3.763777,906824,1373,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
4.116786,906843,1373,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,2
4.718965,907068,1373,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,6
5.247974,930297,1373,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,3
5.150091,930298,1373,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,5
3.358675,946357,1373,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,2
2.99731,1240212,1373,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,2
4.711396,1298134,1373,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,5
-1.116595874,687505,1032,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,6
-0.596716,687506,1032,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,5
3.3608037206,724839,1032,-1.4,46.246534785,32.952153584,15.868346125,12.638631606,3.8002742137,3
0.5746019466,906824,1032,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,10
0.241058187,906843,1032,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,5
-0.037507416,907068,1032,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,2
3.8777175721,930297,1032,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,10
1.3669343729,930298,1032,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,3
0.9165116716,946357,1032,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,7
1.8069298903,1240212,1032,0.3,53.078990442,35.290054041,11.791803995,13.040814464,2.4023582438,8
2.1544620887,1298134,1032,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,2
1.6821984999,687505,1014,0,65.371679042,34.58928315,9.7083996281,14.675089467,1.9125658594,10
2.2554195022,687506,1014,0,59.117976019,34.530745112,13.83750445,11.895041789,3.1913459761,3
0.6709490986,724839,1014,0,46.246534785,32.952153584,15.868346125,12.638631606,3.3811292572,8
2.0942045598,906824,1014,0,67.4144993,40.018278184,11.497666944,14.487923201,1.5152192999,7
2.587686,906843,1014,0,67.36996948,33.681930667,12.839859693,13.417610905,2.4330848826,3
1.5284256338,907068,1014,0,66.465517602,35.487811896,13.820833047,12.999983849,2.9191978823,1
2.5927877529,930297,1014,0,47.802494887,34.755374895,19.154756444,12.104093275,4.1152606738,4
4.0474260009,930298,1014,0,53.548462103,32.261758846,18.211828114,11.407227195,4.3029055314,6
1.0459559072,946357,1014,0,67.297735617,38.60177464,11.851593745,14.469112177,1.9170793086,1
0.856454262,1240212,1014,0,53.078990442,35.290054041,11.791803995,13.040814464,2.8049043971,5
2.668915958,1298134,1014,0,61.640784461,36.02603409,11.504159524,13.234659277,2.6708874579,10
