IC50,Cancer,Drug,From_Sanger,Fingerprint_833,Fingerprint_830,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_788,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_712,Fingerprint_710,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_697,Fingerprint_687,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_672,Fingerprint_669,Fingerprint_656,Fingerprint_650,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_617,Fingerprint_611,Fingerprint_576,DOM_FAT,DOM_FAT_EXP,MUT_MAST2,REC_R_HSA_1834939_EXP,PWY_R_HSA_1500931_EXP,PWY_R_HSA_375165,PWY_R_HSA_375165_EXP,GO_0001890_EXP,GO_0097192,SFAM_MAST_EXP,FAM_PKL_EXP,EXP_HASPIN,EXP_BLK,EXP_FER,EXP_SCYL1,EXP_MAP3K1,EXP_MAST4,EXP_MAP3K12,EXP_TRPM6,EXP_DAPK2,EXP_GRK7,EXP_NRK,EXP_RAF1,Predicted IC50,Validation
2.53756,753616,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,5.341832581,0,0,0,0,0,0,3.17935239,2.994000945,6.315000135,3.963491508,9.965804292,3.499441912,4.824062036,3.047565261,3.190016864,3.01449342,2.820636189,6.474163504,3.0217887412,6
2.924851,753618,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,6.932586011,0,0,0,0,0,0,6.932586011,4.157431125,2.99043486,6.204096401,4.083758501,7.633737521,3.085293853,4.37823478,2.794076555,3.27361917,3.13096064,2.797231459,7.13215104,2.846667632,2
2.397285,753620,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,5.727127,7.440788753,0,0,0,3.995572653,3.053053606,5.477221528,3.919147104,8.640029765,3.449660341,4.773320002,3.049815998,3.26092595,2.910819099,2.891905209,6.717771295,2.4398621062,1
2.020525,906803,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.753747172,3.016644609,5.58970471,4.402503169,7.880418336,3.229875453,3.528727165,3.069443066,3.036786819,3.002620479,2.780598473,6.121805006,2.0413816747,7
1.097274,907170,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,4.605443309,0,0,0,0,0,0,1,0,4.605443309,5.063510854,2.941541648,5.054356634,4.090063371,6.487002783,3.249824674,4.449527673,2.898629013,3.193358465,3.04242886,2.826020811,7.492769539,1.1976136683,8
1.918777,907314,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,6.217803758,1,6.217803758,6.217803758,0,3.878066865,0,3.935271857,3.155104055,5.938098173,3.842977613,10.07601766,3.344626516,4.158510111,3.31585205,3.39495188,2.891664454,2.947377432,7.441419396,1.4474551189,2
3.582542,908135,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.290078221,3.00999034,5.574372739,4.066407361,8.837171629,3.272045392,4.241453516,2.877009976,3.191880496,3.16101565,2.848135639,6.715503274,3.4553205934,7
3.602485,908447,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,7.743385343,0,0,0,0,0,0,0,3.583277505,3.054655732,5.954975638,3.861788189,10.52423598,3.391286815,4.09556059,3.054499444,3.295187013,2.975056684,2.849671033,6.843124141,3.6586065935,8
2.906881,910780,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.045812661,2.910231281,5.913073811,4.259326808,9.970720278,3.278228826,3.769665116,2.875237838,3.038215833,3.019885275,2.781960979,7.468185315,3.0411959762,10
2.229838,925342,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,7.314916221,0,7.314916221,0,0,0,0,0,0,7.314916221,5.088692084,2.794304655,4.992109013,4.942388614,5.686440677,3.320294648,3.822975163,2.973021138,4.788647503,2.965705341,2.866725055,6.929241811,2.3445279196,7
1.696455,949171,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.80143154,0,3.43384796,3.007286814,5.65505191,4.159541136,9.398228945,3.80143154,3.959853131,3.289320604,3.060793528,3.022657958,2.865788297,6.755651187,1.6992232766,9
2.755464,949174,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.215826351,2.972692914,5.185374816,4.39296986,8.484976559,3.20804441,3.910508888,3.011571668,3.162022936,2.996433452,2.762642637,6.215675074,3.0418456164,5
3.561896,949175,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,7.725620011,0,0,0,0,0,0,0,3.395127119,0,4.241507125,3.189217192,5.474776172,4.151581812,7.991639517,3.395127119,4.578580491,2.87463566,3.198324417,2.888620673,2.873658463,7.080087413,3.9081697326,6
3.260646,949176,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.009807905,3.000131965,5.388555827,4.090057792,9.596303887,3.44171562,3.92629335,3.024543874,3.143915961,2.849976756,2.836086066,6.231615738,3.1282716445,1
2.092528,949177,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.065868447,2.938521795,4.617227257,3.860455015,6.965166438,3.184513007,3.547972398,2.919799748,3.306011566,2.915179001,2.854771105,6.558482677,2.4381731181,8
1.787841,949178,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.678199378,2.997905332,5.92111336,4.018432114,9.276235082,3.638403204,3.570133445,2.958389798,3.263160606,3.046418431,2.723717008,6.871192046,1.6950106651,5
3.240903,949179,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,6.697923619,3.908145572,0,0,0,1,0,10.98196334,4.768727159,3.167577194,5.238839631,4.222663077,9.710254722,3.266580565,5.126172418,2.924202852,3.463721508,3.061293771,2.6982336,7.950369256,3.1218335004,10
1.99307,1240181,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.803164529,3.027987991,5.452023695,4.010249179,10.14976215,3.639959394,4.22271828,3.298390245,3.198511493,2.926181203,2.746242035,6.85606635,2.1875274762,5
