IC50,Cancer,Drug,SDOM_subdomainXI_EXP,PWY_R_HSA_2029480,PWY_R_HSA_449147,GO_0038083,FAM_Other_CSV,EXP_TRIM66,EXP_STKLD1,Predicted IC50,Validation
5.34266,1298219,1025,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,7
6.280148,1298476,1025,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,2
5.078182,1298526,1025,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,8
4.601234,1298533,1025,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,1
5.414461,1298534,1025,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,6
2.367503,724870,1028,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,1
2.945989,753624,1028,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,7
3.39923,906693,1028,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,7
3.078665,906821,1028,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,2
3.863733,907285,1028,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,6
3.382978,907286,1028,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,2
3.566978,909904,1028,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,10
2.390552,910546,1028,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,5
3.765711,910907,1028,0,0,3,2,0,3.1124635508,3.3776403327,3.6475015195,4
3.409854,925347,1028,0,0,0,0,0,4.4250914198,3.066637805,2.7529379604,10
2.956051,1240201,1028,0,0,0,0,0,4.2164629428,3.1363862494,2.5075480073,2
3.501628,1240218,1028,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,4
3.22825,1240219,1028,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,3
2.904842,1290797,1028,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,9
2.942619,1298141,1028,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,4
3.431507,1298216,1028,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,4
3.82891,1298219,1028,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,1
3.366503,1298475,1028,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,4
3.874506,1298476,1028,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,4
3.654013,1298526,1028,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,1
3.309325,1298533,1028,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,6
2.95285,1298534,1028,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,3
1.106397,724870,1029,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,6
2.121949,753624,1029,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,9
2.209798,906693,1029,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,5
2.242924,906821,1029,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,3
3.272839,907285,1029,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,9
3.08237,907286,1029,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,8
4.096802,909904,1029,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,3
1.849649,910546,1029,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,8
3.246286,925348,1029,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,2
3.742512,1240218,1029,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,6
1.301572,1240219,1029,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,3
2.988217,1290797,1029,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,7
4.038608,1298141,1029,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,5
2.619646,1298216,1029,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,7
1.744626,1298219,1029,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,6
1.599364,1298475,1029,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,2
2.421587,1298476,1029,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
3.436672,1298526,1029,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,7
2.627307,1298533,1029,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,6
3.439923,1298534,1029,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,10
2.558615,724870,1030,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,5
4.639233,753624,1030,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,2
3.906515,906693,1030,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,1
5.098918,906821,1030,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,5
4.695503,907285,1030,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,10
3.787956,907286,1030,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,3
5.629006,909904,1030,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,5
2.878314,910546,1030,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,7
4.966117,925348,1030,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,8
4.686065,1240218,1030,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,7
5.019862,1240219,1030,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,3
4.32411,1290797,1030,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,7
3.36244,1298141,1030,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,9
4.290335,1298216,1030,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,2
5.438238,1298219,1030,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,1
3.778561,1298475,1030,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,1
4.623886,1298476,1030,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,2
3.906945,1298526,1030,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,1
3.612127,1298533,1030,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,10
5.796143,1298534,1030,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,10
0.93512,724870,1037,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,3
4.24799,753624,1037,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,2
2.207011,906693,1037,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,3
3.662317,906821,1037,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,1
2.5171,907285,1037,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,3
1.945367,907286,1037,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,6
2.454497,909904,1037,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,8
1.037783,910546,1037,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,2
3.37628,925348,1037,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,7
3.363069,1240218,1037,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,6
1.935436,1240219,1037,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,9
1.858434,1290797,1037,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,10
2.336599,1298141,1037,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,7
1.751991,1298216,1037,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,5
2.186038,1298219,1037,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,6
2.139319,1298475,1037,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,3
4.981348,1298476,1037,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,9
1.951757,1298526,1037,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,8
2.581556,1298533,1037,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,7
5.462318,1298534,1037,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,3
1.243938,724870,1038,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,9
3.769121,753624,1038,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,7
3.077661,906693,1038,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,6
2.531864,907285,1038,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,5
2.412324,907286,1038,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,1
3.90842,909904,1038,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,10
2.256249,910546,1038,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,4
2.361008,925348,1038,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,10
2.473094,1240218,1038,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,8
3.436841,1240219,1038,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,3
1.685463,1290797,1038,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,8
2.119884,1298141,1038,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,5
3.417523,1298216,1038,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,9
3.21505,1298219,1038,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,9
1.172511,1298475,1038,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,2
2.94955,1298476,1038,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,1
3.620025,1298526,1038,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,5
2.55938,1298533,1038,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,9
3.948947,1298534,1038,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,6
4.673686,724870,1039,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,6
5.378559,753624,1039,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,7
4.829451,906693,1039,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,6
4.562613,906821,1039,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,3
5.475181,907285,1039,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,2
4.183533,907286,1039,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,7
5.510924,909904,1039,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,10
3.327381,910546,1039,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,5
4.246351,925348,1039,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,3
5.014973,1240218,1039,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,10
3.935833,1240219,1039,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,2
4.207111,1290797,1039,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,10
5.286258,1298141,1039,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,9
4.711541,1298216,1039,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,9
5.43563,1298219,1039,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,7
4.814388,1298475,1039,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,6
4.662656,1298476,1039,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,3
4.924186,1298526,1039,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,1
5.111926,1298533,1039,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,9
6.29893,1298534,1039,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,3
1.698707,724870,1042,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,9
1.956545,753624,1042,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,2
3.658545,906693,1042,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,4
3.802652,906821,1042,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,1
3.675627,907285,1042,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,6
4.078131,907286,1042,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,5
5.26418,909904,1042,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,5
4.100357,910546,1042,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,1
5.020969,925348,1042,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,1
3.115862,1240218,1042,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,4
3.989124,1240219,1042,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,7
3.36982,1290797,1042,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,10
5.508563,1298141,1042,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,2
4.448004,1298216,1042,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,8
3.79859,1298219,1042,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,4
3.024491,1298475,1042,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,6
5.462455,1298476,1042,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
5.190165,1298526,1042,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,3
3.021456,1298533,1042,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,1
3.752437,1298534,1042,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,8
2.935105,724870,1043,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,2
3.644651,753624,1043,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,9
5.19127,906693,1043,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,10
4.402337,906821,1043,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,5
4.328548,907285,1043,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,1
4.535015,907286,1043,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,2
5.509402,909904,1043,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,3
3.055826,910546,1043,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,3
5.219779,925348,1043,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,6
5.325316,1240218,1043,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,4
4.269224,1240219,1043,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,6
3.691283,1290797,1043,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,5
5.36757,1298141,1043,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,10
3.974038,1298216,1043,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,9
3.087854,1298219,1043,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,1
3.916622,1298475,1043,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,4
6.186808,1298476,1043,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,3
5.269101,1298526,1043,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,6
5.079672,1298533,1043,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,7
5.55541,1298534,1043,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,1
2.353678,724870,1046,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,4
3.769121,753624,1046,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,10
2.15457,906693,1046,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,6
2.10253,906821,1046,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,8
3.156658,907285,1046,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,1
3.27411,907286,1046,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,2
2.962383,909904,1046,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,8
1.147422,910546,1046,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,8
2.812493,925348,1046,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,1
2.454309,1240218,1046,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,5
1.372762,1240219,1046,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,7
2.09589,1290797,1046,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,4
3.169983,1298216,1046,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,7
2.935241,1298219,1046,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,8
3.912047,1298476,1046,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,6
2.749133,1298526,1046,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,5
4.863893,1298534,1046,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,8
2.591665,724870,1049,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,2
3.769121,753624,1049,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,7
3.51153,906693,1049,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,7
3.346158,906821,1049,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,3
3.727777,907285,1049,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,7
3.38603,907286,1049,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,5
4.011357,909904,1049,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,10
2.715647,910546,1049,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,1
3.400651,925348,1049,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,5
0.997313,1240218,1049,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,5
2.065704,1240219,1049,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,2
2.610651,1290797,1049,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,9
3.263725,1298141,1049,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,10
3.172437,1298216,1049,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,3
3.82891,1298219,1049,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,3
2.720604,1298475,1049,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,2
3.776992,1298476,1049,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
3.497678,1298526,1049,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,9
3.500862,1298533,1049,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,10
3.917076,1298534,1049,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,7
0.661764,724870,1050,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,4
3.993501,753624,1050,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,6
2.237357,906693,1050,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,6
2.239122,906821,1050,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,5
2.348554,907285,1050,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,8
1.155603,907286,1050,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,10
2.95658,909904,1050,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,7
1.224713,910546,1050,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,9
3.687654,925348,1050,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,4
3.817615,1240218,1050,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,2
2.885412,1240219,1050,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,3
3.672718,1290797,1050,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,1
4.638534,1298141,1050,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,3
3.147404,1298216,1050,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,2
4.340711,1298219,1050,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,6
2.693702,1298475,1050,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,10
5.268812,1298476,1050,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,2
2.062815,1298526,1050,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,9
5.123491,1298534,1050,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,4
2.002844,724870,1052,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,8
2.965891,753624,1052,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,5
4.280437,906693,1052,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,4
3.586531,906821,1052,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,10
3.283968,907285,1052,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,9
3.882967,907286,1052,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,5
4.811742,909904,1052,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,2
1.193816,910546,1052,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,10
4.757909,925348,1052,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,3
4.282483,1240218,1052,0,0,0,0,0,3.6125235,3.3042220484,3.3181962195,6
4.130457,1240219,1052,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,5
3.906534,1290797,1052,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,5
3.3311,1298141,1052,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,2
4.335755,1298216,1052,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,10
4.206245,1298219,1052,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,2
3.052295,1298475,1052,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,7
5.202477,1298476,1052,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
4.542706,1298526,1052,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,7
3.708044,1298533,1052,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,10
5.692161,1298534,1052,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,8
0.217637,724870,1053,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,10
1.488658,753624,1053,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,2
2.418844,906693,1053,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,2
2.000791,906821,1053,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,9
2.13267,907285,1053,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,6
1.499463,907286,1053,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,8
3.284127,909904,1053,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,2
2.350586,910546,1053,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,9
2.719786,925348,1053,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,9
1.903983,1240219,1053,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,5
2.163633,1290797,1053,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,7
1.196406,1298141,1053,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,3
2.773811,1298216,1053,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,5
1.95732,1298219,1053,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,4
0.861257,1298475,1053,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,4
1.812929,1298476,1053,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,2
2.305323,1298526,1053,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,9
2.116188,1298533,1053,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,3
5.512541,1298534,1053,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,6
-0.03936,724870,1054,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,6
2.136017,753624,1054,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,9
1.245343,906693,1054,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,2
0.96581,906821,1054,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,8
0.860635,907285,1054,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,7
0.813116,907286,1054,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,5
2.318217,909904,1054,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,3
2.31896,910546,1054,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,4
1.864039,925348,1054,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,1
-0.634216,1240219,1054,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,3
1.73502,1290797,1054,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,8
1.608666,1298141,1054,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,8
1.488098,1298216,1054,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,10
1.130124,1298219,1054,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,3
0.984659,1298475,1054,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,2
1.204883,1298476,1054,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,5
1.261868,1298526,1054,3.3388858262,0,1,1,0,4.2654451485,3.2538821083,2.5345681148,1
3.842556,1298533,1054,0,0,1,0,0,5.2787065415,3.3004300842,3.0020311065,9
3.943052,1298534,1054,0,1,2,0,0,3.4406784816,3.178145687,3.7859680667,4
-3.216498,724870,1057,0,0,0,1,0,3.5381118819,3.3027841123,2.7549898044,3
0.084306,753624,1057,4.3159013454,0,2,0,0,4.0337074231,2.9977596208,3.0385506659,3
-2.595839,906693,1057,5.1922815341,0,0,0,0,3.9376808437,3.0569909019,2.532791762,10
-1.766431,906821,1057,0,0,0,0,0,3.4975531411,3.0183267077,2.8345093855,10
-1.517102,907285,1057,3.1820402799,0,1,0,0,4.324360204,3.2069147596,2.7265518213,7
-2.300071,907286,1057,5.0425070605,0,0,0,0,5.5187430407,3.1685019517,1.9929584676,7
-0.896745,909904,1057,0,0,2,1,0,4.2458600711,3.4068077975,3.7934690486,9
-3.137611,910546,1057,3.414511992,0,1,0,1.303464,5.1544926129,2.949272023,1.1520206213,2
-2.33196,925348,1057,3.4205355436,0,1,0,0.666318,3.6838617943,3.4363453569,2.7116145966,9
-2.8596,1240219,1057,3.6020540139,0,0,0,0,4.8573442551,3.249145633,1.9855345945,10
-2.826476,1290797,1057,3.3840040192,0,1,0,0,4.4573437692,3.0737603195,2.7987812418,1
-3.020253,1298141,1057,0,1,1,2,0,4.3032271874,3.2694515074,3.9101227127,6
-2.29592,1298216,1057,0,0,0,0,0,5.4289218151,3.2517140881,2.2508302412,4
-1.867317,1298219,1057,0,0,1,0,0,4.8591774511,3.1288405274,2.726811046,7
-1.406975,1298475,1057,0,0,0,1,0.809149,4.9436292057,3.0561182125,2.4732839921,8
-2.222595,1298476,1057,0,1,1,1,0,3.5960792667,3.2984018808,3.8810288144,8
