IC50,Cancer,Drug,EXP_STK10,EXP_PLK3,EXP_PRKCG,EXP_SGK2,EXP_CLK4,Predicted IC50,Validation
5.548444,906696,304,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,4
6.395728,906795,304,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,3
4.057001,906864,304,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,7
5.370687,910568,304,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,8
3.37584,924102,304,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,9
4.680536,924104,304,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,7
2.566977,924151,304,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,2
4.874923,924238,304,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,9
6.251376,930299,304,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,3
3.747401,1240154,304,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,8
5.843801,1240178,304,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,6
5.170806,1240223,304,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,3
5.714761,1290722,304,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,3
2.25509,906696,305,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,10
4.32041,906795,305,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,7
5.935032,906864,305,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,8
3.128006,910568,305,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,3
3.114003,924102,305,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,1
2.16279,924104,305,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,7
0.364898,924151,305,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,8
3.74968,924238,305,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,6
5.479117,930299,305,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,6
3.459741,1240154,305,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,6
2.605063,1240178,305,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,10
3.103919,1240223,305,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,2
5.385112,1290722,305,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,10
2.392539,906696,306,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
2.298413,906795,306,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,3
2.761462,906864,306,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,9
0.761463,910568,306,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,7
1.856934,924102,306,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,5
1.501116,924104,306,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,8
1.637506,924151,306,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,4
2.762693,924238,306,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,7
2.703831,930299,306,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,3
2.701205,1240154,306,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,7
1.727039,1240178,306,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,4
1.741481,1240223,306,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,4
4.504777,1290722,306,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,2
-0.598536,906696,308,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,5
2.161302,906795,308,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,5
4.183295,906864,308,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,3
-0.771855,910568,308,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,3
-0.012955,924102,308,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,10
-0.996455,924104,308,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,10
0.930933,924151,308,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,8
0.092913,924238,308,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,2
1.137359,930299,308,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,5
0.00222,1240154,308,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,8
0.600139,1240178,308,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,8
4.072623,1290722,308,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,1
4.551586,906696,309,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,2
6.363726,906795,309,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,8
5.264369,906864,309,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,9
5.157557,910568,309,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,5
4.776911,924102,309,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,4
3.335449,924104,309,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,4
3.840309,924151,309,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,4
4.154733,924238,309,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,8
6.722361,930299,309,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,4
4.77802,1240154,309,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,6
5.870999,1240178,309,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,10
4.973518,1240223,309,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,5
5.717791,1290722,309,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,9
0.562094,906696,312,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,3
1.043486,906795,312,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,3
0.71259,906864,312,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,2
-1.761982,910568,312,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,2
0.318787,924102,312,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,7
0.017537,924104,312,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,6
0.79425,924151,312,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,4
0.366868,924238,312,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,3
1.660297,930299,312,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,7
-0.442548,1240154,312,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,3
0.900845,1240178,312,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,9
0.63347,1240223,312,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,10
-0.032856,1290722,312,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,8
4.826436,906696,326,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,4
5.726297,906795,326,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,8
5.066814,906864,326,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,6
4.545693,910568,326,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,5
3.940555,924102,326,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,8
4.418268,924104,326,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,7
4.887273,924151,326,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,1
3.788862,924238,326,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,9
6.077609,930299,326,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,8
3.92883,1240154,326,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,2
5.417636,1240178,326,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,3
4.87717,1240223,326,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,3
4.590894,1290722,326,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,5
4.014914,906696,329,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
5.704734,906795,329,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,7
5.016701,906864,329,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,7
2.569607,910568,329,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,7
3.848781,924102,329,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,10
3.555264,924104,329,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,5
2.942977,924151,329,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,7
4.613055,924238,329,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,9
6.077262,930299,329,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,4
2.703191,1240154,329,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,1
4.242811,1240178,329,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,9
3.870745,1240223,329,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,7
5.038267,1290722,329,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,8
4.012707,906696,330,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,7
5.060468,906795,330,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,1
5.101672,906864,330,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,8
3.314453,910568,330,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,6
3.01839,924102,330,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,6
2.088945,924104,330,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,5
3.91515,924151,330,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,6
3.621642,924238,330,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,9
6.063001,930299,330,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,9
2.812471,1240154,330,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,3
3.834758,1240178,330,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,1
4.699613,1240223,330,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,8
4.992059,1290722,330,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,3
2.806676,906696,331,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,7
2.9358,906795,331,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,1
5.325844,906864,331,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,8
2.428418,910568,331,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,2
0.649792,924102,331,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,6
0.039704,924104,331,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,7
1.135697,924151,331,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,3
1.623477,924238,331,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,10
5.449509,930299,331,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,7
0.298458,1240154,331,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,5
1.845226,1240178,331,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,8
1.362312,1240223,331,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,1
2.154509,1290722,331,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,8
4.382658,906696,345,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,6
6.295678,906795,345,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,10
4.37835,906864,345,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,2
5.021034,910568,345,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,6
4.25131,924102,345,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,7
4.255579,924104,345,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,6
5.799221,924151,345,5.2086232437,4.9840803262,3.2202218213,3.1005331138,4.2295887061,2.1941341166,7
3.357513,924238,345,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,1
6.71528,930299,345,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,5
3.599306,1240154,345,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,2
6.090956,1240178,345,4.5290463462,4.4294054463,3.240948068,2.8881365765,4.2699846385,2.8541118322,4
5.277142,1240223,345,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,7
5.700301,1290722,345,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,4
1.36604,906696,1010,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,9
2.212503,906795,1010,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,6
1.156417,906864,1010,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,6
1.843594,910568,1010,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,4
1.53162,924102,1010,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,9
0.51508,924238,1010,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,9
1.195581,930299,1010,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,10
1.120973,1240154,1010,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,10
1.812217,1240223,1010,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,3
2.023974,1290722,1010,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,1
-0.629561,906696,1013,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,5
4.0761,906795,1013,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,9
3.67983,906864,1013,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,8
-1.380047,910568,1013,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,5
1.655274,924102,1013,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,2
2.993938,924238,1013,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,10
3.541151,930299,1013,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,8
1.948468,1240154,1013,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,4
2.697552,1240223,1013,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,8
1.980936,1290722,1013,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,1
-1.144054,906696,1015,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,7
1.285893,906795,1015,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,10
2.144572,906864,1015,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,7
2.062683,910568,1015,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,9
0.810769,924102,1015,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,4
-0.926105,924238,1015,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,3
3.434773,930299,1015,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,4
0.252694,1240154,1015,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,10
-0.614773,1240223,1015,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,7
0.769007,1290722,1015,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,8
-0.799773,906696,1019,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,10
2.073547,906795,1019,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,1
2.277749,906864,1019,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,5
0.79858,910568,1019,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,10
1.164169,924102,1019,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,9
0.882976,924238,1019,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,8
2.480876,930299,1019,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,10
-0.068587,1240154,1019,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,3
-0.35068,1240223,1019,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,3
1.743345,1290722,1019,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,10
2.068993,906696,1021,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,5
2.969069,906795,1021,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,3
3.21107,906864,1021,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,1
-4.665243,910568,1021,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,6
1.386538,924102,1021,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,10
2.534105,924238,1021,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,1
1.836438,930299,1021,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,2
0.708733,1240154,1021,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,9
0.614715,1240223,1021,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,2
1.201493,1290722,1021,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,7
0.213229,906696,1022,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,2
-0.346058,906795,1022,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,8
-1.229426,906864,1022,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,6
-4.901956,910568,1022,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,4
-1.119828,924102,1022,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,5
-0.404282,924238,1022,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,10
-0.936392,930299,1022,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,7
-1.483922,1240154,1022,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,5
-0.52545,1240223,1022,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,1
-0.594984,1290722,1022,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,3
-0.08875,906696,1023,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,3
3.972754,906795,1023,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,5
3.658781,906864,1023,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,6
0.223462,910568,1023,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,3
2.467748,924102,1023,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,9
2.874795,924238,1023,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,7
0.377743,930299,1023,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,6
1.027234,1240154,1023,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,10
2.339436,1240223,1023,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,5
-0.694904,906696,1024,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,6
-0.656304,906795,1024,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,10
-1.774868,906864,1024,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,10
-2.388318,910568,1024,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,6
-0.944065,924102,1024,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,5
-2.484129,924238,1024,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,3
-0.895615,930299,1024,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,4
-1.880646,1240154,1024,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,7
-3.210354,1240223,1024,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,3
-0.869068,1290722,1024,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,1
2.601232,906696,1025,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,3
5.36045,906795,1025,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,5
4.651487,906864,1025,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,3
3.776411,910568,1025,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,2
3.709588,924238,1025,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,8
5.905843,930299,1025,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,9
3.938214,1240154,1025,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,3
5.146956,1240223,1025,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,8
3.29622,906696,1028,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,5
4.004145,906795,1028,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,4
1.933613,906864,1028,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,10
3.1169,910568,1028,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,5
2.754869,924102,1028,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,5
3.045638,924238,1028,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,3
4.064912,930299,1028,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,4
2.44036,1240154,1028,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,1
2.419694,1240223,1028,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,9
3.415255,1290722,1028,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,5
1.766985,906696,1029,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,8
3.638722,906795,1029,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,2
2.200278,906864,1029,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,4
-1.683843,910568,1029,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,3
1.887054,924102,1029,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,8
2.151205,924104,1029,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,3
2.743436,924238,1029,4.9113196476,5.2015304215,3.2564228182,2.8615461468,4.8776174633,2.167010259,2
1.589557,930299,1029,3.0410457739,4.0498271824,3.1467814703,2.7263316715,3.7019469694,4.0008141754,3
2.384192,1240154,1029,4.7162444395,5.6212543196,3.469323839,3.1272072856,5.0934769034,1.6970865125,2
2.252001,1240223,1029,4.6718875837,5.6752311381,3.2892047784,3.0382677659,4.1705082584,2.1282203541,4
3.017431,1290722,1029,4.8540869637,4.5379167929,3.2929922365,2.9068377196,4.4295536292,2.5846982407,1
2.69706,906696,1030,5.6887633734,5.0922033689,3.2913097329,3.2239009534,4.1059921867,1.8795551064,6
2.95566,906795,1030,4.3553195447,4.2311411462,3.1845247075,2.8894641189,3.7161075629,3.2212934453,6
4.864316,906864,1030,3.684231487,4.3789523414,3.1605538831,2.8186225925,3.445590008,3.584273794,2
3.293969,910568,1030,5.4744699407,5.0317296711,3.3485190305,3.0875082201,5.1440836553,1.7333078315,3
3.460026,924102,1030,5.2805996096,5.0604123505,3.3954973622,2.8865987829,4.2441295163,2.210439378,2
4.339184,924104,1030,5.4871670756,5.7365564945,3.3416628895,3.0274372318,4.2002853487,1.7629683689,2
