IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_806,Fingerprint_804,Fingerprint_801,Fingerprint_800,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_792,Fingerprint_788,Fingerprint_784,Fingerprint_783,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_710,Fingerprint_707,Fingerprint_705,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_677,Fingerprint_674,Fingerprint_673,Fingerprint_672,Fingerprint_667,Fingerprint_658,Fingerprint_656,Fingerprint_650,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_643,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_576,MOT_2D_beta2strand,REC_R_HSA_3928578_CSV,REC_R_HSA_445797_EXP,REC_R_HSA_5672972,REC_R_HSA_5672972_EXP,PWY_R_HSA_194138_CSV,PWY_R_HSA_195258_EXP,PWY_R_HSA_416482_EXP,GO_0006357,GO_0032793,GO_0034162_EXP,GO_0035556_CSV,GO_0042981_EXP,GO_0048010,GO_0090002,GO_2000145_EXP,CLS_gender_m,EXP_RIOK1,EXP_PRPF4B,EXP_FGR,EXP_BCKDK,EXP_AKT3,EXP_CDKL3,EXP_CDK13,EXP_BRDT,Predicted IC50,Validation
3.445537,949164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.2575790917,0,1,0,0,7.9388763429,6.8759740767,3.1889444836,5.2661622276,3.1641075918,3.3264837742,5.5140830416,3.1941634071,2.6732671873,4
1.489525,949165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4.6977843984,0,0,0,1.373047,0,0,1,0,1,7.3432217554,6.4640473731,3.3709290549,4.9589740713,3.0490428487,3.2046539069,4.3797840845,2.7228380038,1.3930584703,7
3.667798,949166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.662468,0,0,0,0,1,7.3928241783,6.9371813401,3.3289543476,5.0877246197,4.0298297528,3.3314295829,5.2860746272,3.0941834172,3.3910068054,9
-0.809599,949168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.797824,6.8824412497,0,0,0,11.61298932,0,0,0,0,0,12.535202198,0,0,0,0,7.1833196324,5.8677537499,3.3294229742,5.1586502138,3.9421764924,3.3971811521,4.7387017726,3.2428884457,0.9208244014,4
2.704578,1240221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5293102072,1,8.4174119709,6.8921320893,3.2218480885,5.3294174306,3.09777854,3.092203084,4.7358902386,2.9104851548,2.5887474152,7
3.248511,684057,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6524762055,0,0,0,0,0,0,0,0,1,8.2772094485,7.4234190133,3.1427544931,5.0284798453,3.0909651149,3.5915984295,5.2978413357,2.9417306795,2.625764082,4
2.976401,684059,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7.7419780697,0,1,0,0.792229,2.9666838853,0,0,0,1,8.3307866783,7.0373536852,3.0799431046,4.7290159601,2.8179604972,3.6315571189,5.36212438,3.0196608111,2.3768034947,10
0.82703,684072,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.719164,0,0,0,0,1,7.7897025139,6.9424270938,3.0903262387,4.823425956,4.225155659,3.5646834581,5.1164265647,2.8120230414,1.106563897,2
1.362865,907290,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.808822,0,0,0,0,0,6.8766459816,6.3598460822,3.5323569813,5.7591540732,4.0001746331,3.2075562811,5.0917807393,3.0519680987,3.5373843969,5
2.240674,909717,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.676585,0,0,0,2.8216909392,1,6.3944631182,6.6156581978,3.3148968698,5.3658185971,5.7041244829,2.960681487,5.117984905,2.8853078362,2.71584778,2
2.179841,909731,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.692127,3.9175378035,0,0,0,1,8.1000922317,6.6870504167,3.175816063,4.3514993337,3.7927599229,3.2689413764,4.876786275,2.9507145701,2.1985281615,2
-3.149562,925345,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.809279,7.3094831268,0,1,1,0,2.376703,2.877190012,1,0,7.3094831268,1,8.0340074553,6.851160102,3.2153961601,5.2566463089,3.0257640801,3.1537703416,4.7273466927,2.7765696572,-1.281441999,1
1.869761,949155,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,4.1706091818,0,0,0.778857,7.1750242545,3.0044150727,1,0,0,0,6.9149175912,1,1,6.6855267114,1,8.1316685654,7.2461719365,3.0963047167,4.0913453965,3.1460826031,4.1173606044,5.1444175469,2.8879198566,1.3581474155,10
1.257318,949156,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.776085,0,1,0,0,1,6.9010666093,6.6198457933,3.2095929933,5.1889488633,2.9261285918,3.4081742019,6.464677574,2.8780533823,1.0267061829,9
-0.079706,949157,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.4749704006,0,0,0,0,0.888198,3.926312792,1,0,0,1,6.8501943757,6.2803024342,3.2987239948,5.3251637065,4.1010319299,3.2463355446,4.3550832707,2.8984326971,0.8344891457,10
2.357613,949158,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.637623,0,3.2168039355,0,0,0,0.637623,0,1,0,0,0,8.2084580305,6.4202978385,3.1419055119,5.3241580121,3.0462601744,3.3210962133,4.9496282074,2.6452927445,1.9483201309,3
1.176414,949163,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.3313517261,3.3313517261,0,0,0,0.739629,0,1,1,3.3313517261,1,7.775059865,7.1593938783,3.2048034363,4.9253619308,2.9891529741,3.676823029,5.6402325154,2.9104168565,0.69205247,10
4.799841,949164,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2575790917,0,1,0,0,7.9388763429,6.8759740767,3.1889444836,5.2661622276,3.1641075918,3.3264837742,5.5140830416,3.1941634071,3.0078857485,2
0.581873,949165,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4.6977843984,0,0,0,1.373047,0,0,1,0,1,7.3432217554,6.4640473731,3.3709290549,4.9589740713,3.0490428487,3.2046539069,4.3797840845,2.7228380038,1.2387819367,1
3.606662,949166,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.662468,0,0,0,0,1,7.3928241783,6.9371813401,3.3289543476,5.0877246197,4.0298297528,3.3314295829,5.2860746272,3.0941834172,2.4319065961,10
4.232986,949168,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.797824,6.8824412497,0,0,0,11.61298932,0,0,0,0,0,12.535202198,0,0,0,0,7.1833196324,5.8677537499,3.3294229742,5.1586502138,3.9421764924,3.3971811521,4.7387017726,3.2428884457,3.2067005989,6
3.887926,1240221,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5293102072,1,8.4174119709,6.8921320893,3.2218480885,5.3294174306,3.09777854,3.092203084,4.7358902386,2.9104851548,3.2741320679,7
2.649023,684057,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6524762055,0,0,0,0,0,0,0,0,1,8.2772094485,7.4234190133,3.1427544931,5.0284798453,3.0909651149,3.5915984295,5.2978413357,2.9417306795,2.6406530247,1
2.483863,684059,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7.7419780697,0,1,0,0.792229,2.9666838853,0,0,0,1,8.3307866783,7.0373536852,3.0799431046,4.7290159601,2.8179604972,3.6315571189,5.36212438,3.0196608111,2.2693303466,1
3.310385,684072,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.719164,0,0,0,0,1,7.7897025139,6.9424270938,3.0903262387,4.823425956,4.225155659,3.5646834581,5.1164265647,2.8120230414,2.8027666916,3
3.229224,907290,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.808822,0,0,0,0,0,6.8766459816,6.3598460822,3.5323569813,5.7591540732,4.0001746331,3.2075562811,5.0917807393,3.0519680987,3.4041867592,4
3.640297,909717,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.676585,0,0,0,2.8216909392,1,6.3944631182,6.6156581978,3.3148968698,5.3658185971,5.7041244829,2.960681487,5.117984905,2.8853078362,3.0324010754,2
3.103819,909731,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.692127,3.9175378035,0,0,0,1,8.1000922317,6.6870504167,3.175816063,4.3514993337,3.7927599229,3.2689413764,4.876786275,2.9507145701,2.4731284155,2
1.168005,925345,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.809279,7.3094831268,0,1,1,0,2.376703,2.877190012,1,0,7.3094831268,1,8.0340074553,6.851160102,3.2153961601,5.2566463089,3.0257640801,3.1537703416,4.7273466927,2.7765696572,1.3360113053,2
2.526481,949155,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,4.1706091818,0,0,0.778857,7.1750242545,3.0044150727,1,0,0,0,6.9149175912,1,1,6.6855267114,1,8.1316685654,7.2461719365,3.0963047167,4.0913453965,3.1460826031,4.1173606044,5.1444175469,2.8879198566,1.6154366003,2
2.741801,949156,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.776085,0,1,0,0,1,6.9010666093,6.6198457933,3.2095929933,5.1889488633,2.9261285918,3.4081742019,6.464677574,2.8780533823,2.874907239,1
1.366535,949157,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.4749704006,0,0,0,0,0.888198,3.926312792,1,0,0,1,6.8501943757,6.2803024342,3.2987239948,5.3251637065,4.1010319299,3.2463355446,4.3550832707,2.8984326971,1.7748929389,6
0.240223,949158,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.637623,0,3.2168039355,0,0,0,0.637623,0,1,0,0,0,8.2084580305,6.4202978385,3.1419055119,5.3241580121,3.0462601744,3.3210962133,4.9496282074,2.6452927445,1.4130712456,2
2.998904,949163,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.3313517261,3.3313517261,0,0,0,0.739629,0,1,1,3.3313517261,1,7.775059865,7.1593938783,3.2048034363,4.9253619308,2.9891529741,3.676823029,5.6402325154,2.9104168565,1.6386580347,10
2.348724,949164,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2575790917,0,1,0,0,7.9388763429,6.8759740767,3.1889444836,5.2661622276,3.1641075918,3.3264837742,5.5140830416,3.1941634071,2.8328271077,3
1.587211,949165,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4.6977843984,0,0,0,1.373047,0,0,1,0,1,7.3432217554,6.4640473731,3.3709290549,4.9589740713,3.0490428487,3.2046539069,4.3797840845,2.7228380038,2.0509676706,6
2.86916,949166,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.662468,0,0,0,0,1,7.3928241783,6.9371813401,3.3289543476,5.0877246197,4.0298297528,3.3314295829,5.2860746272,3.0941834172,2.7422600396,10
3.125416,949168,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0.797824,6.8824412497,0,0,0,11.61298932,0,0,0,0,0,12.535202198,0,0,0,0,7.1833196324,5.8677537499,3.3294229742,5.1586502138,3.9421764924,3.3971811521,4.7387017726,3.2428884457,4.9083226677,10
2.709203,1240221,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5293102072,1,8.4174119709,6.8921320893,3.2218480885,5.3294174306,3.09777854,3.092203084,4.7358902386,2.9104851548,2.3083844234,10
2.616145,684057,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6524762055,0,0,0,0,0,0,0,0,1,8.2772094485,7.4234190133,3.1427544931,5.0284798453,3.0909651149,3.5915984295,5.2978413357,2.9417306795,2.5399449763,8
3.5598,684059,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.7419780697,0,1,0,0.792229,2.9666838853,0,0,0,1,8.3307866783,7.0373536852,3.0799431046,4.7290159601,2.8179604972,3.6315571189,5.36212438,3.0196608111,2.0342460234,7
2.833994,684072,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.719164,0,0,0,0,1,7.7897025139,6.9424270938,3.0903262387,4.823425956,4.225155659,3.5646834581,5.1164265647,2.8120230414,3.1190330702,2
