IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_829,Fingerprint_828,Fingerprint_827,Fingerprint_826,Fingerprint_825,Fingerprint_824,Fingerprint_822,Fingerprint_820,Fingerprint_819,Fingerprint_813,Fingerprint_812,Fingerprint_806,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_784,Fingerprint_782,Fingerprint_780,Fingerprint_779,Fingerprint_778,Fingerprint_776,Fingerprint_712,Fingerprint_710,Fingerprint_697,Fingerprint_687,Fingerprint_685,Fingerprint_677,Fingerprint_676,Fingerprint_673,Fingerprint_672,Fingerprint_669,Fingerprint_658,Fingerprint_656,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_629,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,DOM_FAT,MUT_MAST2,PWY_R_HSA_1500931_EXP,PWY_R_HSA_375165_EXP,GO_0050853,GO_0097192,SFAM_GEK_EXP,SFAM_MAST_EXP,FAM_PKL_EXP,EXP_HASPIN,EXP_BLK,EXP_FER,EXP_SCYL1,EXP_MAP3K1,EXP_MAP3K12,EXP_TRPM6,Predicted IC50,Validation
3.142381,949178,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.678199378,2.9979053315,5.9211133597,4.0184321145,9.2762350818,3.5701334455,2.9583897982,1.2579805602,5
2.836213,1240181,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4002691748,0,0,4.8031645295,3.0279879907,5.4520236947,4.0102491795,10.149762151,4.2227182799,3.2983902447,0.7589916647,6
1.771621,688086,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.4785874998,3.3242127591,6.1592377309,4.0549330007,7.360646464,4.0659983721,2.95881721,1.5215858615,2
2.818311,688087,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5.5100193601,0,3.2950346767,2.9320754834,6.5352344372,4.0830376644,8.1435065824,5.6298777709,2.9258890326,2.3733815172,1
3.470341,753616,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5.3418325814,0,0,0,0,0,0,3.17935239,2.9940009451,6.3150001348,3.9634915079,9.9658042921,4.824062036,3.0475652609,3.3685439715,6
2.851224,753618,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9325860111,4.1574311249,2.9904348598,6.2040964012,4.0837585012,7.6337375206,4.3782347802,2.7940765549,3.4005334877,3
4.730639,753620,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5.7271270004,0,0,0,0,0,3.9955726526,3.0530536057,5.4772215277,3.9191471035,8.6400297648,4.7733200019,3.0498159977,4.0665075636,9
1.417601,906803,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.7537471722,3.0166446094,5.58970471,4.4025031686,7.8804183363,3.5287271651,3.0694430663,1.0842005136,5
2.166724,907170,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4.6054433093,5.0635108536,2.9415416484,5.0543566337,4.0900633709,6.4870027833,4.4495276733,2.8986290134,1.9000938967,10
2.562372,907314,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,6.2178037581,6.2178037581,0,0,0,3.8780668646,0,3.9352718573,3.1551040553,5.9380981735,3.8429776126,10.076017659,4.1585101107,3.3158520501,2.0819930722,4
2.704871,908135,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.290078221,3.0099903396,5.5743727388,4.066407361,8.8371716294,4.2414535158,2.8770099757,3.1521056165,1
3.987161,908447,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.5832775049,3.0546557316,5.954975638,3.8617881886,10.524235978,4.0955605896,3.0544994437,3.8502043076,7
1.777791,910780,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0458126605,2.9102312808,5.9130738114,4.2593268081,9.9707202776,3.769665116,2.8752378377,2.1391907686,10
0.110059,925342,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,7.3149162214,5.0886920842,2.7943046547,4.992109013,4.9423886138,5.6864406774,3.8229751632,2.9730211377,0.6693130547,7
4.610724,949171,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.8014315403,0,3.4338479604,3.0072868139,5.6550519105,4.1595411361,9.3982289452,3.9598531313,3.289320604,2.2270948982,3
3.099162,949174,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0905755961,0,0,4.2158263514,2.9726929143,5.1853748155,4.3929698596,8.4849765589,3.9105088882,3.0115716678,2.5990825761,9
4.08272,949175,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.3951271192,0,4.2415071253,3.1892171923,5.4747761718,4.1515818123,7.9916395169,4.5785804912,2.8746356601,3.2713522577,9
2.67737,949176,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0098079055,3.000131965,5.388555827,4.0900577916,9.596303887,3.9262933504,3.024543874,2.6029736042,5
2.098755,949177,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0658684474,2.9385217949,4.6172272566,3.8604550152,6.9651664382,3.5479723985,2.9197997475,1.7725681917,6
2.642119,949178,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.678199378,2.9979053315,5.9211133597,4.0184321145,9.2762350818,3.5701334455,2.9583897982,2.3962163501,5
0.752152,949179,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3.908145572,0,0,1,0,0,10.981963343,4.7687271588,3.1675771936,5.2388396313,4.222663077,9.7102547215,5.126172418,2.9242028521,1.1948554246,2
1.095816,1240181,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4002691748,0,0,4.8031645295,3.0279879907,5.4520236947,4.0102491795,10.149762151,4.2227182799,3.2983902447,2.552516152,6
2.582881,688086,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.4785874998,3.3242127591,6.1592377309,4.0549330007,7.360646464,4.0659983721,2.95881721,2.4109169955,6
3.342713,688087,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5.5100193601,0,3.2950346767,2.9320754834,6.5352344372,4.0830376644,8.1435065824,5.6298777709,2.9258890326,3.2101747191,8
2.53756,753616,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,5.3418325814,0,0,0,0,0,0,3.17935239,2.9940009451,6.3150001348,3.9634915079,9.9658042921,4.824062036,3.0475652609,2.6514247232,6
2.924851,753618,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9325860111,4.1574311249,2.9904348598,6.2040964012,4.0837585012,7.6337375206,4.3782347802,2.7940765549,2.6398361509,2
2.397285,753620,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,5.7271270004,0,0,0,0,0,3.9955726526,3.0530536057,5.4772215277,3.9191471035,8.6400297648,4.7733200019,3.0498159977,2.8697481016,1
2.020525,906803,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.7537471722,3.0166446094,5.58970471,4.4025031686,7.8804183363,3.5287271651,3.0694430663,1.4008494686,7
1.097274,907170,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4.6054433093,5.0635108536,2.9415416484,5.0543566337,4.0900633709,6.4870027833,4.4495276733,2.8986290134,2.6996592379,8
1.918777,907314,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,6.2178037581,6.2178037581,0,0,0,3.8780668646,0,3.9352718573,3.1551040553,5.9380981735,3.8429776126,10.076017659,4.1585101107,3.3158520501,2.7123636165,2
3.582542,908135,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.290078221,3.0099903396,5.5743727388,4.066407361,8.8371716294,4.2414535158,2.8770099757,2.7555794283,7
3.602485,908447,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.5832775049,3.0546557316,5.954975638,3.8617881886,10.524235978,4.0955605896,3.0544994437,2.7163696272,8
2.906881,910780,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0458126605,2.9102312808,5.9130738114,4.2593268081,9.9707202776,3.769665116,2.8752378377,2.5956955368,10
2.229838,925342,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,7.3149162214,5.0886920842,2.7943046547,4.992109013,4.9423886138,5.6864406774,3.8229751632,2.9730211377,2.6956135792,7
1.696455,949171,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.8014315403,0,3.4338479604,3.0072868139,5.6550519105,4.1595411361,9.3982289452,3.9598531313,3.289320604,1.8547804649,9
2.755464,949174,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0905755961,0,0,4.2158263514,2.9726929143,5.1853748155,4.3929698596,8.4849765589,3.9105088882,3.0115716678,2.758209019,5
3.561896,949175,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.3951271192,0,4.2415071253,3.1892171923,5.4747761718,4.1515818123,7.9916395169,4.5785804912,2.8746356601,2.5978062704,6
3.260646,949176,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0098079055,3.000131965,5.388555827,4.0900577916,9.596303887,3.9262933504,3.024543874,2.594314091,1
2.092528,949177,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0658684474,2.9385217949,4.6172272566,3.8604550152,6.9651664382,3.5479723985,2.9197997475,2.3061867574,8
1.787841,949178,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.678199378,2.9979053315,5.9211133597,4.0184321145,9.2762350818,3.5701334455,2.9583897982,1.6686791156,5
3.240903,949179,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,3.908145572,0,0,1,0,0,10.981963343,4.7687271588,3.1675771936,5.2388396313,4.222663077,9.7102547215,5.126172418,2.9242028521,2.7294217016,10
1.99307,1240181,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4002691748,0,0,4.8031645295,3.0279879907,5.4520236947,4.0102491795,10.149762151,4.2227182799,3.2983902447,2.7929181261,5
3.427475,688086,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4785874998,3.3242127591,6.1592377309,4.0549330007,7.360646464,4.0659983721,2.95881721,3.1363726113,7
1.681582,688087,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.5100193601,0,3.2950346767,2.9320754834,6.5352344372,4.0830376644,8.1435065824,5.6298777709,2.9258890326,1.5779184571,5
0.228022,753616,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5.3418325814,0,0,0,0,0,0,3.17935239,2.9940009451,6.3150001348,3.9634915079,9.9658042921,4.824062036,3.0475652609,0.906995004,7
2.148854,753618,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9325860111,4.1574311249,2.9904348598,6.2040964012,4.0837585012,7.6337375206,4.3782347802,2.7940765549,2.0653557425,6
1.027586,753620,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.7271270004,0,0,0,0,0,3.9955726526,3.0530536057,5.4772215277,3.9191471035,8.6400297648,4.7733200019,3.0498159977,1.2041252242,5
-4.930437,906803,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7537471722,3.0166446094,5.58970471,4.4025031686,7.8804183363,3.5287271651,3.0694430663,-2.257550268,10
3.010296,907170,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.6054433093,5.0635108536,2.9415416484,5.0543566337,4.0900633709,6.4870027833,4.4495276733,2.8986290134,2.8037398972,5
1.427615,907314,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,6.2178037581,6.2178037581,0,0,0,3.8780668646,0,3.9352718573,3.1551040553,5.9380981735,3.8429776126,10.076017659,4.1585101107,3.3158520501,1.3748928337,7
2.429141,908135,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.290078221,3.0099903396,5.5743727388,4.066407361,8.8371716294,4.2414535158,2.8770099757,2.1595169164,4
3.307814,908447,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5832775049,3.0546557316,5.954975638,3.8617881886,10.524235978,4.0955605896,3.0544994437,2.9167713351,8
3.011717,910780,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0458126605,2.9102312808,5.9130738114,4.2593268081,9.9707202776,3.769665116,2.8752378377,2.6753659161,10
0.633379,925342,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7.3149162214,5.0886920842,2.7943046547,4.992109013,4.9423886138,5.6864406774,3.8229751632,2.9730211377,0.9486844775,6
