IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_834,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_819,Fingerprint_818,Fingerprint_806,Fingerprint_799,Fingerprint_797,Fingerprint_780,Fingerprint_776,Fingerprint_710,Fingerprint_709,Fingerprint_697,Fingerprint_694,Fingerprint_687,Fingerprint_686,Fingerprint_677,Fingerprint_648,Fingerprint_646,Fingerprint_635,Fingerprint_629,Fingerprint_617,Fingerprint_611,GO_0034976,EXP_STK10,EXP_PLK3,EXP_PRKCG,EXP_CLK4,EXP_TLK1,Predicted IC50,Validation
5.344704,1290722,292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,4.400783551,7
3.821318,906696,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,3.3522627627,6
6.20188,906795,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,4.2957707457,7
-1.622303,906864,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,3.9586123712,9
2.720386,910568,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,4.0638312499,7
4.53243,924102,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,4.188395826,7
4.299825,924104,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,3.1094978977,1
3.675198,924151,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,3.0451781823,9
5.249568,924238,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,4.231472871,3
3.933946,930299,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,4.7795827484,5
3.570699,1240154,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,4.0101434552,7
4.69535,1240178,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,4.3326780241,6
4.552525,1240223,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,3.4681300621,6
5.234531,1290722,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,4.3987579887,6
2.920578,906696,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,3.6322984795,4
4.531407,906795,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,4.6166990109,3
5.748783,906864,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,4.1656545426,9
5.053446,910568,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,4.322914534,4
3.824254,924102,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,4.4779885386,2
1.998072,924104,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,3.4659430852,9
2.814739,924151,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,3.4260305228,8
4.415751,924238,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,4.5425424653,4
4.547681,930299,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,5.4452196745,9
4.805385,1240154,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,4.2588036721,2
4.999833,1240178,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,4.6831843617,10
4.583405,1240223,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,3.7209328381,1
5.696793,1290722,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,4.7871309019,2
1.034565,906696,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,3.0436224968,10
4.480942,906795,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,4.6388294263,3
5.319972,906864,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,5.2296195614,4
2.795239,910568,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,2.8370059554,1
1.905531,924102,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,2.7373476513,9
1.792151,924104,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,2.4521222107,9
2.029301,924151,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,3.3432011919,7
3.096992,924238,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,3.8123665865,5
5.470741,930299,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,5.9726046403,10
2.533113,1240154,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,1.7765048516,7
4.851392,1240178,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,4.0943196997,3
2.556464,1240223,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,3.1889881027,1
5.015989,1290722,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,4.4579394467,5
4.532657,906696,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,4.4660957276,10
5.364014,906795,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,5.3641913203,2
4.718468,906864,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,5.6170078826,5
3.221881,910568,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,3.2506855528,9
5.01574,924102,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,4.3892730753,10
3.268087,924104,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,4.0438011564,2
3.85873,924151,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,4.3335526313,4
4.482037,924238,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,3.8742828896,4
5.717573,930299,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,5.7968625302,5
3.092347,1240154,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,2.8585403411,4
5.419373,1240178,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,4.7749850499,5
4.02526,1240223,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,4.2714527677,4
4.570449,1290722,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,4.8752349952,4
1.313599,906696,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,-0.00654183,7
3.297944,906795,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,3.0798890714,7
5.472485,906864,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,4.6603384716,8
2.220139,910568,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,0.2147168905,6
0.536202,924102,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,0.7190880829,8
-1.414794,924104,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,-0.632379871,3
-2.346443,924151,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,0.028914202,4
5.370415,930299,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,5.9222839189,6
-0.371559,1240154,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,-0.298401269,2
2.143015,1240178,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,2.2444843299,4
1.273647,1240223,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,0.9278412568,6
3.051516,1290722,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,3.1092880322,1
4.950794,906696,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,3.3020290711,1
5.501623,906795,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,4.8751520824,7
5.160008,906864,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,5.4852166338,7
2.31364,910568,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,2.5617242974,10
1.868578,924102,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,2.9238791796,1
1.597268,924104,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,2.6496626965,7
4.818993,924151,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,3.5264778808,10
4.556269,924238,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,3.7773097062,7
4.380809,930299,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,6.0187917548,3
-0.676948,1240154,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,1.3915492002,9
5.416624,1240178,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,4.2743666114,7
2.139128,1240223,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,3.3188719758,1
4.947912,1290722,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,4.7448200572,2
2.333517,906696,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,0.573800367,10
2.30526,906795,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,2.5163700758,8
1.890871,906864,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,3.0447447526,7
-0.676705,910568,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,0.5481556462,1
0.093329,924102,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,1.0238181992,4
1.00931,924104,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,-0.03297237,9
-0.757251,924151,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,0.3720946646,2
3.787564,930299,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,4.2177673048,4
-0.020316,1240154,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,0.1690231781,2
1.445054,1240178,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,1.8346731699,2
0.304907,1240223,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,0.7931295604,4
2.158136,1290722,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,2.0757650503,6
5.548444,906696,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,3.9954944221,4
6.395728,906795,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,5.264372846,3
4.057001,906864,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,5.0190718367,7
5.370687,910568,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,4.0854922854,10
3.37584,924102,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,4.6657904441,9
4.680536,924104,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,3.7866437154,7
2.566977,924151,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,3.8939888494,2
4.874923,924238,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,4.6216242714,9
6.251376,930299,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,6.7623001681,3
3.747401,1240154,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,4.040840911,10
5.843801,1240178,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,5.0992161321,6
5.170806,1240223,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,4.1075269562,3
5.714761,1290722,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,5.281962464,3
2.25509,906696,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,3.7945363208,8
4.32041,906795,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,5.258265651,7
5.935032,906864,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,4.9167003044,10
3.128006,910568,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,4.2219435028,3
3.114003,924102,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,4.6112963506,1
2.16279,924104,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,3.3842236097,7
0.364898,924151,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,3.5428472063,10
3.74968,924238,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,4.6642404243,6
5.479117,930299,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3.0410457739,4.0498271824,3.1467814703,3.7019469694,6.274361535,6.309616028,6
3.459741,1240154,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.7162444395,5.6212543196,3.469323839,5.0934769034,5.1072256447,3.8649612512,6
2.605063,1240178,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.5290463462,4.4294054463,3.240948068,4.2699846385,5.3877535341,5.0724730527,8
3.103919,1240223,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.6718875837,5.6752311381,3.2892047784,4.1705082584,5.5296149889,3.7907849369,2
5.385112,1290722,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,4.8540869637,4.5379167929,3.2929922365,4.4295536292,5.3884799085,5.196665557,8
2.392539,906696,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.6887633734,5.0922033689,3.2913097329,4.1059921867,5.1641008541,1.9134133878,10
2.298413,906795,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.3553195447,4.2311411462,3.1845247075,3.7161075629,5.5401487952,3.0072703023,3
2.761462,906864,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3.684231487,4.3789523414,3.1605538831,3.445590008,5.2804209954,2.7952469433,9
0.761463,910568,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.4744699407,5.0317296711,3.3485190305,5.1440836553,5.0653079701,1.9059364889,7
1.856934,924102,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.2805996096,5.0604123505,3.3954973622,4.2441295163,5.5344648704,2.5990152694,5
1.501116,924104,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.4871670756,5.7365564945,3.3416628895,4.2002853487,5.2892507401,1.4794107194,10
1.637506,924151,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.2086232437,4.9840803262,3.2202218213,4.2295887061,4.8056565401,1.5201338955,4
2.762693,924238,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.9113196476,5.2015304215,3.2564228182,4.8776174633,5.6384045499,2.3519448873,7
